name,name_simbadable,ra_j2000_formula,dec_j2000_formula,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err
2MASS J15515237+0941148,2MASS J15515237+0941148,237.9682,9.6875,1700,1.31,4.5,-3.9,0.06
SDSS J155252.32-003501.9,2MASS J15525231-0035019,238.218,-0.5839,2600,0.79,3.0,-3.59,0.05
WISE J155254.84+503307.6,WISE J155254.84+503307.6,238.229,50.5528,1700,0.56,5.5,-4.65,0.12
2MASSW J1552591+294849,2MASS J15525906+2948485,238.2461,29.8135,1800,1.62,5.5,-3.6,0.02
2MASSW J1553214+210907,2MASSW J1553214+210907,238.3392,21.1521,1700,0.68,4.5,-4.46,0.13
2MASSW J1555157-095605,2MASS J15551573-0956055,238.8157,-9.935,1900,1.34,5.5,-3.69,0.02
SDSS J155644.35+172308.9,2MASS J15564434+1723089,239.1848,17.3858,1800,2.23,5.5,-3.32,0.03
2MASS J15575011-2952431,2MASS J15575011-2952431,239.4588,-29.8787,1800,1.98,5.5,-3.43,0.23
WISE J155755.29+591425.3,2MASS J15575569+5914232,239.4821,59.2398,2300,1.01,4.0,-3.6,0.02
PSO J239.7016-23.2664,2MASS J15584839-2315589,239.7016,-23.2664,2200,1.06,3.5,-3.64,0.23
PSO J241.1376+39.0369,PSO J241.1376+39.0369,241.1372,39.0368,1400,0.63,5.5,-4.86,0.13
HIP 78916B,2MASS J16063229+2253337,241.6345,22.8927,2700,1.23,4.0,-3.13,0.03
HIP 78923B,2MASS J16063894+3406172,241.6621,34.1049,2700,1.21,5.0,-3.15,0.02
PSO J242.9129+02.4856,PSO J242.9129+02.4856,242.9127,2.4854,1400,0.75,5.5,-4.71,0.12
SDSS J161459.98+400435.1,2MASS J16150007+4004345,243.7501,40.0763,1800,1.19,5.5,-3.87,0.06
2MASS J16150413+1340079,2MASS J16150413+1340079,243.7681,13.6688,900,1.1,4.5,-5.14,0.06
2MASS J16154255+4953211,2MASS J16154255+4953211,243.9275,49.8893,1600,1.37,3.0,-4.1,0.06
2MASSW J1615441+355900,2MASSW J1615441+355900,243.934,35.9832,1700,1.16,5.5,-3.99,0.03
PSO J243.9421+67.2075,Null,243.9431,67.2073,1500,0.98,3.0,-4.46,0.09
SDSS J161611.36+521328.0,2MASS J16161134+5213277,244.0473,52.2244,1800,2.72,5.5,-3.14,0.07
PSO J244.1180+06.3598,PSO J244.1180+06.3598,244.1184,6.3598,1400,0.74,4.0,-4.72,0.14
SDSS J161731.65+401859.7,2MASS J16173168+4019003,244.3819,40.3167,1700,0.86,4.5,-4.27,0.04
PSO J244.6801+08.7185,PSO J244.6801+08.7185,244.68,8.7186,1200,0.87,4.5,-4.85,0.14
2MASS J16184503-1321297,DENIS J161845.0-132129,244.6876,-13.3583,1800,2.44,5.5,-3.24,0.06
SDSS J161928.31+005011.9,2MASS J16192830+0050118,244.868,0.8366,1800,1.3,5.5,-3.79,0.02
GJ 618.1B,GJ   618.1 B,245.109,-4.2755,1700,1.22,5.5,-3.95,0.03
SDSS J162255.27+115924.1,2MASS J16225533+1159238,245.7304,11.99,1800,0.75,5.5,-4.28,0.13
WISE J162359.70-050811.4,2MASS J16235981-0508066,245.9992,-5.1353,1800,1.47,5.5,-3.68,0.03
SDSSp J162414.37+002915.6,2MASS J16241436+0029158,246.0597,0.4877,1000,0.83,5.0,-5.21,0.04
PSO J246.4222+15.4698,2MASS J16254152+1528140,246.4228,15.4704,1200,0.72,5.5,-5.02,0.13
SDSS J162603.03+211313.0,2MASS J16260302+2113132,246.5126,21.2204,1700,1.05,5.5,-4.08,0.04
LSPM J1627+3328B,2MASS J16270165+3328217,246.7568,33.4726,2400,1.11,3.5,-3.43,0.02
WISEPA J162725.64+325525.5,2MASS J16272573+3255288,246.8572,32.9245,1000,0.85,5.5,-5.19,0.05
SDSS J162838.77+230821.1,2MASS J16283855+2308241,247.1612,23.1395,900,0.76,4.5,-5.47,0.05
PSO J247.3273+03.5932,2MASS J16291840+0335371,247.3267,3.5936,1400,0.64,5.5,-4.84,0.07
SDSS J163030.53+434404.0,2MASS J16303054+4344032,247.6273,43.7343,1500,0.66,5.5,-4.7,0.08
2MASS J16304139+0938446,2MASS J16304139+0938446,247.6725,9.6457,1800,1.59,5.5,-3.62,0.03
2MASSW J1632291+190441,2MASS J16322911+1904407,248.1216,19.0779,1500,0.66,5.0,-4.72,0.07
WISE J163236.47+032927.3,2MASS J16323642+0329269,248.1518,3.4908,1000,1.26,3.5,-4.85,0.09
SDSS J163239.34+415004.3,SDSS J163239.34+415004.3,248.1641,41.8346,1400,1.01,5.5,-4.45,0.13
SDSS J163256.13+350507.2,2MASS J16325610+3505076,248.2338,35.0854,1800,1.55,5.5,-3.63,0.02
SDSS J163359.23-064056.5,2MASS J16335933-0640552,248.4972,-6.6821,1800,0.65,5.5,-4.41,0.1
2MASS J16351919+4223053,2MASSI J1635191+422305,248.83,42.3848,2400,2.29,3.5,-2.81,0.02
SDSSp J163600.79-003452.6,2MASS J16360078-0034525,249.0035,-0.5812,2300,1.08,3.5,-3.55,0.1
WISE J163645.56-074325.1,WISE J163645.56-074325.1,249.1902,-7.7234,1300,0.81,5.0,-4.76,0.13
2MASS J16382073+1327354,2MASS J16382073+1327354,249.5864,13.4597,1800,1.26,5.5,-3.82,0.07
HIP 81910B,2MASS J16434951-2648393,250.9563,-26.8109,2900,2.15,5.0,-2.53,0.02
2MASS J16452207+3004071,2MASSI J1645220+300407,251.3419,30.0686,1700,1.18,5.5,-3.98,0.03
2MASSW J1645221-131951,2MASS J16452211-1319516,251.3421,-13.3312,1800,1.38,5.5,-3.74,0.02
WISEPA J164715.59+563208.2,2MASS J16471580+5632057,251.8158,56.535,1700,0.61,4.5,-4.56,0.05
2MASS J16490419+0444571,2MASS J16490419+0444571,252.2675,4.7492,2500,1.16,4.0,-3.32,0.02
SDSS J164916.89+464340.0,SDSS J164916.89+464340.0,252.3203,46.7277,1800,0.75,5.5,-4.28,0.13
WISEPA J165311.05+444423.9,WISE J165311.05+444422.8,253.2963,44.7408,700,0.95,5.0,-5.7,0.08
SDSS J165329.69+623136.5,2MASS J16532970+6231364,253.3737,62.5268,1800,1.41,5.5,-3.72,0.02
SDSS J165450.79+374714.6,2MASS J16545081+3747141,253.7116,37.7874,1800,1.45,5.5,-3.69,0.02
vB 8,VB  8,253.8969,-8.3947,2600,1.22,5.0,-3.21,0.02
SDSS J165850.26+182000.6,2MASS J16585033+1819597,254.7096,18.3334,2300,0.97,4.0,-3.64,0.04
PSO J255.0913+10.3263,Null,255.0914,10.3264,1600,0.85,3.0,-4.5,0.23
SDSS J170316.71+190636.0,2MASS J17031672+1906359,255.8197,19.11,1900,1.86,5.5,-3.4,0.02
DENIS-P J170548.38-051645.7,2MASS J17054834-0516462,256.4514,-5.2795,1800,1.51,5.5,-3.65,0.02
DENIS J1707252-013809,2MASS J17072529-0138093,256.8554,-1.636,1900,1.75,5.5,-3.46,0.02
2MASSI J1707333+430130,2MASS J17073334+4301304,256.8889,43.0251,1800,1.59,5.5,-3.61,0.02
SDSS J171049.35+332325.2,2MASS J17104936+3323251,257.7056,33.3903,2400,0.91,3.5,-3.61,0.02
2MASS J17111353+2326333,2MASSI J1711135+232633,257.8063,23.4426,1700,1.89,5.5,-3.57,0.03
2MASS J17114559+4028578,G 203-50B,257.9401,40.4827,1900,0.69,5.5,-4.28,0.02
2MASSI J1711457+223204,2MASSI J1711457+223204,257.9405,22.5345,1400,0.89,3.5,-4.53,0.16
NLTT 44368B,2MASS J17115739+5430405,257.989,54.5113,1900,1.62,5.5,-3.52,0.03
PSO J258.2413+06.7612,2MASS J17125805+0645416,258.2421,6.7616,1800,0.61,5.5,-4.47,0.08
2MASS J17164260+2945536,2MASS J17164260+2945536,259.1775,29.7649,1800,1.11,5.5,-3.94,0.07
SDSS J171714.10+652622.2,2MASS J17171408+6526221,259.3086,65.4395,1800,0.96,5.0,-4.05,0.02
LSPM J1717+5925B,2MASS J17173107+5925318,259.3792,59.4254,1800,2.3,5.5,-3.29,0.02
PSO J260.1623+61.7636,PSO J260.1623+61.7636,260.1621,61.763,1400,0.76,5.5,-4.69,0.12
PSO J260.1789+15.3091,Gaia DR2 4543541311397087872,260.179,15.3093,1800,1.58,5.5,-3.62,0.06
2MASSI J1721039+334415,2MASSI J1721039+334415,260.2651,33.738,2200,0.72,5.0,-3.98,0.02
PSO J260.3363+46.6739,2MASS J17212065+4640286,260.3361,46.6747,1500,0.73,5.5,-4.61,0.14
WISE J172134.46+111739.4,2MASS J17213449+1117379,260.3939,11.2939,900,1.15,3.5,-5.11,0.07
SDSS J172244.32+632946.8,2MASS J17224432+6329470,260.6847,63.4963,1800,1.96,5.5,-3.43,0.03
PSO J261.2881+22.9269,PSO J261.2881+22.9269,261.2882,22.9269,1100,0.93,4.5,-4.94,0.14
SDSS J172543.84+532534.9,2MASS J17254383+5325347,261.4327,53.4264,2700,1.17,5.0,-3.19,0.02
2MASSI J1726000+153819,2MASSI J1726000+153819,261.5003,15.6386,1800,1.15,5.0,-3.9,0.04
HIP 85365B,2MASS J17262235-0502110,261.5931,-5.0364,1700,0.82,5.5,-4.31,0.03
WISEPA J172844.93+571643.6,WISE J172844.93+571642.7,262.1869,57.2782,900,0.85,5.5,-5.35,0.08
WISE J173035.99+420742.5,WISE J173035.99+420742.5,262.6504,42.1292,1400,0.84,5.5,-4.61,0.14
SDSS J173101.41+531047.9,2MASS J17310140+5310476,262.7559,53.18,1800,0.69,5.0,-4.34,0.13
2MASS J17312974+2721233,LSPM J1731+2721,262.8739,27.3565,1900,1.52,5.5,-3.58,0.02
2MASS J17320014+2656228,2MASS J17320014+2656228,263.0006,26.9397,1800,1.51,5.5,-3.67,0.06
WISE J173332.50+314458.3,2MASS J17333281+3144571,263.3865,31.7493,1700,1.07,5.5,-4.07,0.05
DENIS-P J1733423-165449,DENIS J173342.3-165449,263.4261,-16.9139,1900,1.15,5.5,-3.81,0.02
WISE J173421.02+502349.9,2MASS J17342109+5023472,263.5883,50.3966,1200,0.89,4.5,-4.82,0.09
2MASS J17343053-1151388,2MASS J17343053-1151388,263.6272,-11.8608,2400,1.02,3.5,-3.51,0.02
2MASS J17373467+5953434,2MASS J17373467+5953434,264.3944,59.8954,1900,0.7,5.5,-4.26,0.13
WISE J173859.27+614242.1,WISE J173859.27+614242.1,264.7468,61.711,1500,0.65,3.0,-4.82,0.09
2MASS J17392515+2454421,2MASS J17392515+2454421,264.8548,24.9118,1700,0.85,5.5,-4.27,0.03
PSO J265.0759+11.4855,PSO J265.0759+11.4855,265.0762,11.4857,1400,0.78,5.5,-4.67,0.12
WISE J174102.78-464225.5,2MASS J17410280-4642218,265.2615,-46.7059,1600,1.18,3.0,-4.23,0.08
WISE J174113.12+132711.9,WISE J174113.12+132711.9,265.3049,13.4539,1100,1.12,5.5,-4.77,0.11
WISEPA J174124.26+255319.5,WISEP J174124.25+255319.5,265.3522,25.893,700,0.54,4.5,-6.21,0.08
WISE J174303.71+421150.0,2MASS J17430367+4211558,265.7654,42.1988,1200,0.76,4.5,-4.97,0.05
WISEA J174336.62+154901.3,2MASS J17433635+1549025,265.9017,15.8173,2400,0.81,5.0,-3.72,0.02
2MASSW J1743415+212707,2MASSW J1743415+212707,265.9229,21.452,1700,1.06,5.5,-4.08,0.04
DENIS-P J1745346-164053,DENIS J174534.6-164053,266.3944,-16.6817,2300,0.8,4.0,-3.81,0.02
2MASS J17461199+5034036,2MASS J17461199+5034036,266.5499,50.5676,2000,0.68,5.0,-4.24,0.02
SDSS J175024.01+422237.8,2MASS J17502385+4222373,267.5993,42.3771,1400,1.0,5.5,-4.46,0.1
2MASS J17502484-0016151,2MASS J17502484-0016151,267.6034,-0.2708,1800,0.78,5.5,-4.25,0.02
SDSSp J175032.96+175903.9,2MASS J17503293+1759042,267.6372,17.9844,1300,0.69,5.0,-4.91,0.06
2MASS J17545447+1649196,2MASS J17545447+1649196,268.726,16.8221,1000,0.93,4.0,-5.1,0.05
WISE J175510.28+180320.2,2MASS J17551062+1803203,268.7941,18.0556,1300,0.78,5.5,-4.8,0.07
SDSS J175805.46+463311.9,SDSS J175805.46+463311.9,269.5227,46.5531,900,0.99,3.5,-5.24,0.05
2MASS J18000116-1559235,2MASS J18000116-1559235,270.0049,-15.99,1800,0.98,5.5,-4.04,0.02
WISEP J180026.60+013453.1,WISEP J180026.60+013453.1,270.1103,1.5825,1500,0.68,5.5,-4.67,0.06
2MASSI J1807159+501531,2MASS J18071593+5015316,271.8164,50.2588,1800,1.42,5.5,-3.71,0.02
PSO J271.8353+46.9326,LSPM J1807+4655,271.8357,46.9331,2700,1.85,5.0,-2.79,0.02
PSO J272.0887-04.9943,PSO J272.0887-04.9943,272.0885,-4.994,1400,0.54,5.5,-5.0,0.07
WISE J180901.07+383805.4,WISE J180901.07+383805.4,272.2566,38.6363,800,0.9,4.5,-5.52,0.07
2MASS J18131803+5101246,2MASS J18131803+5101246,273.325,51.0236,1900,1.04,2.5,-4.16,0.15
WISE J181329.40+283533.3,WISE J181329.40+283533.3,273.373,28.5935,800,0.81,4.5,-5.62,0.06
PSO J274.0908+30.5470,PSO J274.0908+30.5470,274.0908,30.5476,1200,0.76,5.5,-4.96,0.12
2MASS J18212815+1414010,2MASS J18212815+1414010,275.3673,14.2336,1800,0.81,5.0,-4.21,0.02
PSO J276.8234+22.4380,2MASS J18271757+2226167,276.8232,22.438,1500,1.14,5.5,-4.22,0.12
2MASS J18283572-4849046,2MASS J18283572-4849046,277.1488,-48.8179,1000,1.04,4.0,-5.01,0.05
PSO J277.3873+26.0116,2MASS J18293277+2600424,277.3865,26.0118,1900,0.99,5.5,-3.95,0.02
WISEPA J183058.57+454257.9,PSO J277.7441+45.7160,277.7436,45.7156,1500,0.66,5.5,-4.7,0.13
PSO J279.6187+11.6036,Null,279.6186,11.6041,2500,1.37,4.0,-3.18,0.02
PSO J281.4296+04.2296,Null,281.4295,4.2296,1800,1.88,5.5,-3.46,0.02
PSO J282.5878+34.7691,2MASS J18502104+3446088,282.5878,34.7691,1800,1.28,5.5,-3.81,0.15
WISE J185101.83+593508.6,2MASS J18510178+5935040,282.7574,59.5845,1800,0.81,5.5,-4.21,0.02
WISEPA J185215.78+353716.3,2MASS J18521552+3537196,283.0649,35.6221,900,0.79,4.5,-5.44,0.05
PSO J284.7214+39.3189,PSO J284.7214+39.3189,284.7214,39.3185,1200,0.77,5.5,-4.94,0.14
2MASS J19010601+4718136,2MASS J19010601+4718136,285.2752,47.304,1100,0.82,4.5,-5.05,0.05
WISEPA J190624.75+450808.2,2MASS J19062476+4508112,286.6031,45.1362,1100,0.67,5.5,-5.22,0.04
WISEP J190648.47+401106.8,2MASS J19064801+4011089,286.7003,40.1857,1900,1.4,5.5,-3.65,0.02
2MASS J19163888-3700026,2MASS J19163888-3700026,289.1621,-37.0007,1900,1.23,5.5,-3.75,0.06
vB 10,VB 10,289.2401,5.1504,2500,1.18,3.5,-3.32,0.02
WISE J191915.54+304558.4,2MASS J19191519+3045536,289.8134,30.7651,1500,0.71,5.5,-4.63,0.07
PSO J291.2688+68.5310,2MASS J19250500+6831527,291.2722,68.5311,1400,0.86,5.5,-4.58,0.13
WISE J192841.35+235604.9,2MASS J19284155+2356016,292.1729,23.9339,1000,0.91,4.0,-5.12,0.04
2MASS J19285196-4356256,2MASS J19285196-4356256,292.2166,-43.9404,1800,1.09,5.0,-3.94,0.03
2MASS J19355595-2846343,2MASS J19355595-2846343,293.9832,-28.7762,1800,3.61,5.5,-2.9,0.03
WISEA J194128.98-342335.8,2MASS J19412871-3423298,295.3698,-34.3918,2600,0.93,4.5,-3.44,0.02
2MASS J19415458+6826021,2MASS J19415458+6826021,295.4772,68.4339,1800,1.24,5.5,-3.84,0.07
2MASS J19495702+6222440,2MASS J19495702+6222440,297.4876,62.3789,1800,1.2,5.5,-3.85,0.07
WISE J195113.62-331116.7,2MASS J19511353-3311126,297.8064,-33.1869,1900,1.03,5.5,-3.92,0.04
WISEA J195311.04-022954.7,WISE J195311.04-022954.7,298.2965,-2.4974,2300,0.67,4.0,-3.96,0.06
2MASS J19561542-1754252,2MASS J19561542-1754252,299.0643,-17.907,2500,1.16,4.5,-3.33,0.02
PSO J299.5032+55.0722,Gaia DR2 2233867878549277312,299.5027,55.0722,2400,1.34,3.5,-3.27,0.02
WISEPA J195905.66-333833.7,2MASS J19590564-3338314,299.7734,-33.6421,800,0.77,5.0,-5.67,0.06
WISE J200050.19+362950.1,2MASS J20005017+3629465,300.2088,36.4961,800,0.83,4.0,-5.59,0.06
2MASS J20025073-0521524,2MASSI J2002507-052152,300.7113,-5.3646,1700,0.79,4.5,-4.33,0.03
WISE J200804.71-083428.5,2MASS J20080450-0834266,302.0188,-8.5742,1100,0.72,5.0,-5.16,0.06
DENIS J2013108-124244,2MASS J20131084-1242452,303.2951,-12.7126,1800,2.02,5.5,-3.4,0.03
2MASS J20135152-2806020,2MASS J20135152-2806020,303.4647,-28.1006,1800,2.61,5.5,-3.19,0.03
PSO J304.7573-07.2350,2MASS J20190178-0714067,304.7572,-7.2351,2300,1.05,4.0,-3.57,0.08
WISE J203042.79+074934.7,2MASS J20304235+0749358,307.6764,7.8266,1300,0.93,5.5,-4.64,0.05
PSO J307.7981-06.6854,Null,307.798,-6.6852,2400,1.08,3.5,-3.46,0.11
2MASS J20343769+0827009,2MASS J20343769+0827009,308.657,8.4503,1800,1.4,5.5,-3.73,0.02
PSO J308.9834-09.7312,PSO J308.9834-09.7312,308.9834,-9.7313,1800,0.9,5.5,-4.12,0.13
2MASS J20414283-3506442,2MASSI J2041428-350644,310.4285,-35.1123,1800,1.6,5.5,-3.62,0.05
SDSS J204317.69-155103.4,2MASS J20431769-1551031,310.8237,-15.8509,1400,1.2,5.0,-4.29,0.2
SDSS J204749.61-071818.3,SDSS J204749.59-071818.2,311.9567,-7.305,1800,0.51,5.5,-4.61,0.16
2MASS J20491972-1944324,SIPS J2049-1944,312.3323,-19.7424,2600,1.26,4.0,-3.19,0.02
PSO J313.1067+32.9117,Null,313.1064,32.9119,1800,1.45,5.5,-3.71,0.12
PSO J313.1577-26.0050,PSO J313.1577-26.0050,313.1571,-26.005,1800,1.57,5.5,-3.62,0.07
2MASSI J2054358+151904,2MASSI J2054358+151904,313.6493,15.3178,1800,1.5,5.5,-3.66,0.06
2MASSI J2057153+171515,2MASSI J2057153+171515,314.3141,17.2543,1800,1.36,5.5,-3.75,0.06
2MASSI J2057540-025230,2MASS J20575409-0252302,314.4754,-2.8751,1800,1.41,5.5,-3.72,0.02
2MASSI J2104149-103736,2MASS J21041491-1037369,316.0623,-10.627,1800,1.14,5.5,-3.91,0.02
YU2-644_102045,2MASS J21043128-0939217,316.1304,-9.6561,1800,1.36,5.5,-3.74,0.08
PSO J316.5156+04.1173,2MASS J21060371+0407028,316.5156,4.1174,1800,0.71,5.5,-4.34,0.14
2MASS J21075409-4544064,2MASS J21075409-4544064,316.9754,-45.7351,1800,1.33,5.5,-3.77,0.03
PSO J318.4243+35.1277,PSO J318.4243+35.1277,318.4239,35.128,1800,1.67,5.5,-3.58,0.02
PSO J318.5338-22.8603,2MASS J21140802-2251358,318.5335,-22.86,1500,0.93,3.0,-4.52,0.08
WISEA J211543.59-322540.4,SIPS J2115-3225,318.9312,-32.4273,3200,1.05,2.5,-3.0,0.02
2MASS J21163374-0729200,2MASS J21163374-0729200,319.1405,-7.4889,1700,0.7,4.5,-4.43,0.15
PSO J319.3102-29.6682,2MASS J21171431-2940034,319.3097,-29.6677,1400,0.65,5.5,-4.84,0.07
WISEA J211807.07-321713.5,2MASS J21180695-3217095,319.5291,-32.2861,1800,1.45,5.5,-3.69,0.05
[HB88] M18,[HB88] M18,319.6324,-45.0979,2500,1.03,4.0,-3.43,0.02
SDSS J211846.77-001044.6,2MASS J21184677-0010447,319.6949,-0.1791,1900,1.43,5.5,-3.63,0.07
HD 203030B,HD 203030B,319.7457,26.2295,1400,0.55,4.0,-4.99,0.1
PSO J319.7576-13.0982,Null,319.7571,-13.0982,1700,0.93,3.5,-4.25,0.24
WISE J212321.92-261405.1,WISE J212321.92-261405.1,320.8408,-26.2344,900,0.99,5.5,-5.23,0.09
WISEA J212354.78-365223.4,2MASS J21235440-3652208,320.9767,-36.8725,1800,1.27,5.5,-3.81,0.03
SDSS J212413.89+010000.3,CFBDS J212413+010002,321.0579,0.9999,1100,0.83,4.5,-5.04,0.06
PSO J321.1619+18.8243,2MASS J21243864+1849263,321.1612,18.8241,1300,0.87,4.0,-4.7,0.13
[HB88] M19,[HB88] M19,321.8589,-42.2551,2500,1.4,4.5,-3.17,0.02
[HB88] M20,[HB88] M20,322.536,-44.7745,2500,1.15,4.0,-3.33,0.02
2MASSW J2130446-084520,SIPS J2130-0845,322.686,-8.7557,1800,1.51,5.5,-3.66,0.02
SDSS J213154.43-011939.3,2MASS J21315444-0119374,322.977,-1.3273,1400,0.99,3.5,-4.45,0.09
SDSS J213240.36+102949.4,2MASS J21324036+1029494,323.1681,10.497,1800,0.99,5.0,-4.04,0.04
PSO J323.4300-07.5353,Gaia DR3 6894984160189465472,323.4299,-7.5351,2500,2.15,4.0,-2.79,0.02
SDSS J213352.72+101841.0,2MASS J21335274+1018410,323.4696,10.3112,1800,0.84,5.5,-4.18,0.14
2MASS J21371044+1450475,2MASS J21371044+1450475,324.2935,14.8466,1800,1.32,5.5,-3.78,0.02
DENIS J2139136-352950,2MASS J21391365-3529507,324.8069,-35.4974,1800,2.08,5.5,-3.38,0.03
2MASS J21392676+0220226,CFBDS J213926+022023,324.8615,2.3396,1200,0.92,4.0,-4.78,0.06
2MASS J21403907+3655563,2MASS J21403907+3655563,325.1629,36.9323,2600,1.23,5.0,-3.2,0.04
SDSS J214046.55+011259.7,2MASS J21404654+0112594,325.1941,1.2165,1800,1.01,5.5,-4.02,0.06
2MASS J21420580-3101162,2MASS J21420580-3101162,325.5243,-31.0212,1700,1.15,5.5,-4.0,0.05
HN Peg B,V* HN Peg B,326.1188,14.7688,1200,0.89,5.0,-4.83,0.05
2MASS J21481628+4003593,2MASSW J2148162+400359,327.0679,40.0665,1600,1.07,3.0,-4.31,0.06
2MASS J21495655+0603349,2MASS J21495655+0603349,327.4857,6.0597,2400,1.57,3.5,-3.13,0.02
NLTT 52268B,2MASS J21510710+3045555,327.7796,30.7654,2400,0.96,4.0,-3.55,0.02
2MASS J21512543-2441000,2MASSI J2151254-244100,327.8562,-24.6833,1800,0.88,5.0,-4.14,0.09
2MASS J21512797+3547206,2MASS J21512797+3547206,327.8666,35.7891,2300,2.1,3.5,-2.97,0.02
2MASS J21513839-4853542,2MASS J21513839-4853542,327.9101,-48.8984,1200,0.86,4.5,-4.86,0.05
2MASS J21513979+3402444,2MASS J21513979+3402444,327.9159,34.0457,1600,0.8,5.5,-4.43,0.14
LSPM J2153+1157B,2MASS J21534698+1157479,328.4458,11.9633,2600,1.14,4.0,-3.26,0.02
2MASS J21542494-1023022,2MASS J21542494-1023022,328.6038,-10.3841,1200,0.96,4.5,-4.76,0.1
2MASS J21543318+5942187,2MASS J21543318+5942187,328.6382,59.7051,900,1.32,4.5,-4.98,0.05
SIMP J21543454-1055308,2MASS J21543454-1055308,328.644,-10.9253,1700,0.88,4.5,-4.25,0.03
2MASS J21555848+2345307,2MASS J21555848+2345307,328.9936,23.7585,1800,1.16,5.5,-3.9,0.06
WISEPC J215751.38+265931.4,WISE J215751.35+265931.4,329.4637,26.9923,800,0.86,4.5,-5.56,0.06
2MASS J21580457-1550098,2MASSI J2158045-155009,329.519,-15.8361,1800,0.94,5.5,-4.08,0.03
PSO J329.8288+03.0840,CFBDS J215918+030507,329.8283,3.0864,1400,0.69,5.5,-4.78,0.13
PSO J331.6058+33.0207,2MASS J22062520+3301144,331.6053,33.0207,1400,0.75,5.5,-4.71,0.11
2MASSW J2206450-421721,2MASSW J2206450-421721,331.6875,-42.2892,1700,1.17,4.5,-3.99,0.04
PSO J331.9397-07.0570,2MASS J22074547-0703242,331.9393,-7.0567,1700,0.64,4.5,-4.52,0.22
2MASSW J2208136+292121,2MASSW J2208136+292121,332.0569,29.356,1800,1.1,5.0,-3.93,0.06
WISEPC J220922.10-273439.5,WISEA J220922.09-273439.9,332.3448,-27.5764,800,0.88,5.0,-5.54,0.07
GRH 2208-20,SIPS J2210-1952,332.7082,-19.8738,2700,1.05,3.5,-3.27,0.02
PM I22118-1005B,2MASS J22114123-1008179,332.9218,-10.1384,1800,1.28,5.5,-3.81,0.04
2MASS J22114470+6856262,2MASS J22114470+6856262,332.9361,68.9406,1800,1.15,5.5,-3.9,0.03
2MASS J22120703+3430351,2MASS J22120703+3430351,333.0293,34.5098,1800,0.72,5.0,-4.31,0.14
2MASS J22134491-2136079,2MASS J22134491-2136079,333.4372,-21.6023,1700,1.89,5.5,-3.57,0.04
WISEPC J221354.69+091139.4,SDSS J221354.72+091139.6,333.4779,9.1943,900,0.85,4.5,-5.37,0.06
PSO J334.1193+19.8800,PSO J334.1193+19.8800,334.1189,19.8803,1200,0.86,5.5,-4.85,0.13
PSO J334.2624+28.9438,2MASS J22170291+2856386,334.2621,28.944,1700,1.01,4.5,-4.12,0.22
PSO J334.8034+11.2278,2MASS J22191282+1113405,334.8035,11.228,1800,0.77,5.0,-4.25,0.22
WISE J222219.93+302601.4,2MASS J22221989+3025583,335.5829,30.433,1700,0.79,5.5,-4.34,0.1
WISEA J222409.64-185242.1,2MASS J22240946-1852387,336.0395,-18.8775,2600,1.12,4.0,-3.28,0.02
WISEPC J222623.05+044003.9,WISEP J222623.05+044003.9,336.597,4.6688,800,1.04,4.5,-5.4,0.11
PSO J336.9036-18.9148,2MASS J22273685-1854531,336.9029,-18.9153,1600,0.8,4.0,-4.42,0.22
2MASS J22282889-4310262,2MASS J22282889-4310262,337.1205,-43.174,1000,0.8,4.5,-5.23,0.05
LHS 523,LP  760-3,337.2264,-13.4221,2800,1.11,5.5,-3.15,0.02
PSO J337.4317+16.4213,PSO J337.4314+16.4215,337.4316,16.4213,2300,1.45,3.5,-3.29,0.21
PSO J338.8587+31.4729,PSO J338.8587+31.4729,338.8585,31.4729,1800,1.09,5.5,-3.95,0.07
WISE J223617.59+510551.9,2MASS J22361685+5105487,339.07,51.0967,1100,0.88,4.5,-5.0,0.04
WISEPC J223729.53-061434.2,EPIC 212235349,339.373,-6.2432,1000,0.86,5.5,-5.16,0.08
2MASS J22425317+2542573,2MASSI J2242531+254257,340.7217,25.7159,1700,1.15,5.5,-4.01,0.03
2MASSW J2244316+204343,2MASS J22443167+2043433,341.1322,20.7285,1600,0.82,3.0,-4.53,0.06
HIP 112422B,2MASS J22461844+3319304,341.5768,33.3251,1800,1.53,5.5,-3.66,0.05
PSO J341.7509-15.1075,2MASS J22470016-1506276,341.7507,-15.1077,1800,0.79,5.0,-4.23,0.14
PSO J342.3797-16.4665,2MASS J22493078-1628012,342.3785,-16.467,1800,0.85,5.5,-4.16,0.22
2MASSI J2254188+312349,2MASSI J2254188+312349,343.5788,31.3972,1300,0.71,5.0,-4.89,0.05
NLTT 55219B,2MASS J22542829+2202543,343.6182,22.0486,1800,0.7,5.5,-4.34,0.02
2MASSI J2254519-284025,2MASS J22545194-2840253,343.7164,-28.6737,1900,1.43,5.5,-3.63,0.02
SDSSp J225529.09-003433.4,2MASS J22552907-0034336,343.8712,-0.576,1800,1.71,5.5,-3.55,0.04
WISEPC J225540.74-311841.8,WISE J225540.75-311842.0,343.9189,-31.3112,700,0.91,5.0,-5.74,0.09
SDSS J225913.88-005158.2,2MASS J22591388-0051581,344.8079,-0.8662,1700,1.39,5.5,-3.84,0.07
