name,name_simbadable,ref_discovery,flag,ref_flag,age_category,age_category_justification,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,g_P1,gerr_P1,ref_g_P1,r_P1,rerr_P1,ref_r_P1,i_P1,ierr_P1,ref_i_P1,z_P1,zerr_P1,ref_z_P1,y_P1,yerr_P1,ref_y_P1,designation_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,designation_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,W1,W1err,ref_W1,W2,W2err,ref_W2,W3,W3err,ref_W3,W4,W4err,ref_W4,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,dist_formula,disterr_formula,dist_formula_source,spex_slit_size,spex_prism_snr,spex_prism_ref,best_fit_atmo_model_name,reduced_chi2_best_fit,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err,lbol_flag,evo_model_name,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
PSO J276.8234+22.4380,2MASS J18271757+2226167,Best15,Null,Null,Field,UCS+BANYAN,276.8232,22.438,PS1,PSO J276.8234+22.4380,NaN,NaN,Null,NaN,NaN,Null,22.425,0.165,Cham16,19.908,0.047,Cham16,18.821,0.025,Cham16,2MASS J18271757+2226167,16.905,0.174,Cutr03,15.576,0.082,Cutr03,14.874,0.082,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.532,0.017,Schn23b,15.617,0.019,Best15,14.868,0.016,Schn23b,CWISE J182717.62+222616.7,13.956,0.015,Maro21,13.425,0.013,Maro21,12.383,0.439,Cutr13,8.847,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,25,3,Best20,Null,Null,Null,Null,Null,Null,L9,Best15,NaN,19,19,40,5,dist_plx_formula,0.8,15.0; 31.0; 26.0; 23.0; 31.0; 33.0,Best15,BT-Settl,8.2,1500,1.14,5.5,-4.22,0.12,FALSE,SM08,1565,150,1.05,0.19,49.25,24.34,5.06,0.46
2MASS J18283572-4849046,2MASS J18283572-4849046,Burg04b,Null,Null,Field,UCS+BANYAN,277.1488,-48.8179,CatWISE,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J18283572-4849046,15.175,0.056,Cutr03,14.908,0.144,Cutr03,15.07,0.02,McMa13,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.85,0.01,McMa13,15.06,0.051,usyn23,15.093,0.052,usyn23,CWISE J182836.08-484903.4,14.49,0.018,Maro21,12.781,0.011,Maro21,11.333,0.169,Cutr13,8.695,NaN,Cutr13,13.671,0.01,12.76,0.016,Kirk21,87.9,2,Smar13,Null,Null,Null,Null,Null,Null,T5.5,Burg06b,NaN,25.5,25.5,11.38,0.26,dist_plx_formula,0.5,48.0; 63.0; 27.0; 38.0; 13.0; 35.0,Burg04b,ATMO 2020,13,1000,1.04,4,-5.01,0.05,FALSE,SM08,985,79,1.07,0.17,21.67,18.93,4.69,0.5
PSO J277.3873+26.0116,2MASS J18293277+2600424,Sang23; phot Reyl18,Null,Null,FLD-G,Sang23,277.3865,26.0118,Gaia23,PSO J277.3873+26.0116,NaN,NaN,Null,NaN,NaN,Null,19.69,0.01,Cham16,18.08,0.01,Cham16,17.01,0.01,Cham16,2MASS J18293277+2600424,14.95,0.05,Cutr03,14.21,0.05,Cutr03,13.75,0.05,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.853,0.05,Sang23,14.251,0.05,Sang23,13.725,0.05,Sang23,CWISE J182932.97+260041.8,13.095,0.012,Maro21,12.914,0.01,Maro21,11.928,0.205,Cutr13,8.681,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,34.1,0.4,Gaia23,Null,Null,FLD-G,Sang23,Null,Null,L1.5 pec FLD-G,Sang23,NaN,11.5,11.5,29.3,0.3,dist_plx_formula,0.8,41.0; 69.0; 57.0; 54.0; 47.0; 49.0,Sang23,BT-Settl,11.9,1900,0.99,5.5,-3.95,0.02,FALSE,SM08,1569,74,1.42,0.13,14.56,11.1,4.27,0.28
WISEPA J183058.57+454257.9,PSO J277.7441+45.7160,Kirk11,specblend?,Best15,Field,UCS+BANYAN,277.7436,45.7156,PS1,PSO J277.7440+45.7160,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.557,0.044,Cham16,19.386,0.028,Cham16,Null,17.95,NaN,Thom13,16.12,0.13,Thom13,14.98,0.11,Thom13,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.16,0.025,Schn23b,16.225,0.029,Best15,15.607,0.025,Schn23b,CWISE J183058.60+454258.2,14.752,0.014,Maro21,14.148,0.013,Maro21,12.828,NaN,Cutr13,9.162,NaN,Cutr13,14.29,0.02,14.13,0.02,Mace13a,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,L9,Kirk11,NaN,19,19,31,4,dist_W2_formula,0.5,16.0; 39.0; 35.0; 33.0; 28.0; 35.0,Kirk11,BT-Settl,8.9,1500,0.66,5.5,-4.7,0.13,FALSE,SM08,1180,100,1.06,0.17,26.97,21.82,4.79,0.49
PSO J279.6187+11.6036,Null,Alle16b; Sang23,Null,Null,FLD-G,Alle16b,279.6186,11.6041,Gaia23,PSO J279.6187+11.6036,NaN,NaN,Null,20.987,0.048,Cham16,18.424,0.009,Cham16,17.066,0.005,Cham16,16.255,0.006,Cham16,2MASS J18382846+1136148,14.564,0.038,Cutr03,13.878,0.045,Cutr03,13.437,0.047,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.495,0.038,Best21,13.912,0.045,Best21,13.471,0.047,Best21,CWISE J183828.49+113612.9,13.105,0.014,Maro21,12.932,0.011,Maro21,12.4,NaN,Cutr13,8.97,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,16.3,0.3,Gaia23,Null,Null,FLD-G,Alle16b,Null,Null,M8.5 FLD-G,Alle16b,NaN,8.5,8.5,61.3,1.1,dist_plx_formula,0.5,87.0; 111.0; 87.0; 78.0; 75.0; 79.0,Alle16b; Sang23,BT-Settl,25.2,2500,1.37,4,-3.18,0.02,FALSE,BHAC15,2369,149,1.52,0.19,32.22,18.56,4.56,0.34
PSO J281.4296+04.2296,Null,Sang23,lowg,Sang23,INT-G,Sang23,281.4295,4.2296,Gaia23,PSO J281.4296+04.2296,NaN,NaN,Null,21.34,0.05,Cham16,18.72,0.01,Cham16,17.24,0.01,Cham16,16.22,0.01,Cham16,2MASS J18454306+0413467,14.31,0.03,Cutr03,13.52,0.03,Cutr03,13.06,0.03,Cutr03,UGPS J184543.10+041346.7,NaN,NaN,NaN,NaN,NaN,NaN,14.234,0.03,Sang23,13.559,0.03,Sang23,13.044,0.002,Luca12,CWISE J184543.12+041346.9,12.624,0.013,Maro21,12.399,0.01,Maro21,12.127,0.44,Cutr13,8.452,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,27.3,0.4,Gaia23,Null,Null,INT-G,Sang23,Null,Null,M9.4 INT-G,Sang23,NaN,9.4,9.4,36.6,0.5,dist_plx_formula,0.8,77.0; 107.0; 88.0; 81.0; 75.0; 75.0,Sang23,BT-Settl,48.6,1800,1.88,5.5,-3.46,0.02,FALSE,BHAC15,2154,111,1.33,0.14,32.52,13.22,4.68,0.27
PSO J282.5878+34.7691,2MASS J18502104+3446088,Best15,Null,Null,Field,UCS+BANYAN,282.5878,34.7691,PS1,PSO J282.5878+34.7690,NaN,NaN,Null,NaN,NaN,Null,21.883,0.052,Cham16,20.33,0.042,Cham16,19.14,0.031,Cham16,2MASS J18502104+3446088,17.248,0.236,Cutr03,16.261,0.2,Cutr03,15.397,0.2,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.104,0.035,Best15,16.284,0.028,Best15,15.682,0.062,Best21,WISEA J185021.05+344609.5,15.13,0.034,Cutr13,14.741,0.054,Cutr13,12.895,NaN,Cutr13,8.87,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,L1,Best15,NaN,11,11,87,15,dist_W2_formula,0.8,15.0; 29.0; 19.0; 16.0; 22.0; 21.0,Best15,BT-Settl,3.7,1800,1.28,5.5,-3.81,0.15,FALSE,SM08,1981,208,1.05,0.2,65.83,24.81,5.19,0.42
WISE J185101.83+593508.6,2MASS J18510178+5935040,Thom13,specblend?;over-L,Best13;Thom13;Best15;Leon21,Field,UCS+BANYAN,282.7574,59.5845,Gaia23,PSO J282.7576+59.5859,NaN,NaN,Null,NaN,NaN,Null,20.372,0.031,Cham16,18.355,0.012,Cham16,17.144,0.009,Cham16,2MASS J18510178+5935040,14.939,0.038,Cutr03,13.966,0.045,Cutr03,13.459,0.045,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.825,0.005,Schn23b,14.033,0.022,Best13,13.399,0.004,Schn23b,CWISE J185101.85+593511.3,12.67,0.012,Maro21,12.19,0.01,Maro21,11.371,0.084,Cutr13,9.57,NaN,Cutr13,12.28,0.02,12.2,0.02,Mace13a,49.2,0.6,Gaia23,Null,Null,Null,Null,Null,Null,L9,Best15,NaN,19,19,20.33,0.25,dist_plx_formula,0.8,49.0; 108.0; 93.0; 91.0; 82.0; 88.0,Best13,BT-Settl,43.6,1800,0.81,5.5,-4.21,0.02,FALSE,SM08,1579,148,1.04,0.2,50.4,24.09,5.08,0.46
WISEPA J185215.78+353716.3,2MASS J18521552+3537196,Kirk11,Null,Null,Field,UCS+BANYAN,283.0649,35.6221,PS1,PSO J283.0658+35.6209,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.92,0.126,Cham16,19.195,0.064,Cham16,2MASS J18521552+3537196,16.501,0.116,Cutr03,17.407,NaN,Cutr03,17.076,NaN,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.329,0.013,Schn23b,16.74,0.052,Schn23b;UCS_23,16.515,0.054,Best21,CWISE J185215.87+353714.9,16.186,0.03,Maro21,14.202,0.016,Maro21,12.229,0.323,Cutr13,8.806,NaN,Cutr13,15.582,0.026,14.186,0.019,Kirk11,72,1.9,Kirk19,Null,Null,Null,Null,Null,Null,T7,Kirk11,NaN,27,27,13.9,0.4,dist_plx_formula,0.5,40.0; 97.0; 13.0; 36.0; 3.0; 29.0,Zhan21d,ATMO 2020,9.9,900,0.79,4.5,-5.44,0.05,FALSE,SM08,759,54,1.1,0.16,15.41,16,4.52,0.5
PSO J284.7214+39.3189,PSO J284.7214+39.3189,Best15,specblend?,Best15,Field,UCS+BANYAN,284.7214,39.3185,PS1,PSO J284.7213+39.3188,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.855,0.151,Cham16,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.329,0.025,Schn23b,17.169,0.058,Best15,17.029,0.068,Best21,CWISE J185853.14+391908.9,16.18,0.039,Maro21,15.175,0.031,Maro21,13.069,NaN,Cutr13,9.342,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,T4,Best15,NaN,24,24,35,5,dist_W2_formula,0.8,15.0; 28.0; 12.0; 14.0; 6.0; 10.0,Best15,BT-Settl,3.1,1200,0.77,5.5,-4.94,0.14,FALSE,SM08,1023,86,1.07,0.17,22.42,19.4,4.71,0.5
2MASS J19010601+4718136,2MASS J19010601+4718136,Burg04b,Null,Null,Field,UCS+BANYAN,285.2752,47.304,PS1,PSO J285.2757+47.3052,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.863,0.047,Cham16,18.126,0.029,Cham16,2MASS J19010601+4718136,15.856,0.071,Cutr03,15.468,0.286,Cutr03,15.641,0.286,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.526,0.007,Schn23b,15.664,0.05,Schn23b;UCS_23,15.924,0.033,Schn23b,CWISE J190106.23+471820.5,15.296,0.016,Maro21,13.666,0.01,Maro21,12.464,0.33,Cutr13,9.454,NaN,Cutr13,14.586,0.02,13.632,0.018,Kirk21,67,3,Kirk21,Null,Null,Null,Null,Null,Null,T5,Burg06b,NaN,25,25,14.9,0.7,dist_plx_formula,0.5,48.0; 105.0; 33.0; 58.0; 14.0; 31.0,Burg04b,ATMO 2020,15.9,1100,0.82,4.5,-5.05,0.05,FALSE,SM08,961,77,1.07,0.17,21.03,18.83,4.68,0.51
WISEPA J190624.75+450808.2,2MASS J19062476+4508112,Kirk11,Null,Null,Field,UCS+BANYAN,286.6031,45.1362,PS1,PSO J286.6030+45.1350,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.579,0.094,Cham16,18.742,0.039,Cham16,2MASS J19062476+4508112,16.36,0.09,Kirk11,16.32,0.09,Kirk11,16.83,0.19,Kirk11,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.954,0.011,Schn23b,16.37,0.081,Best21,16.401,0.055,Best21,CWISE J190624.72+450805.2,15.9,0.02,Maro21,13.835,0.011,Maro21,12.876,0.469,Cutr13,9.543,NaN,Cutr13,15.03,0.023,13.816,0.018,Mace13a,64.1,1.6,Kirk19,Null,Null,Null,Null,Null,Null,T6,Kirk11,NaN,26,26,15.6,0.4,dist_plx_formula,0.5,42.0; 88.0; 18.0; 30.0; 6.0; 21.0,Kirk11,ATMO 2020,8.2,1100,0.67,5.5,-5.22,0.04,FALSE,SM08,868,67,1.08,0.17,18.61,17.75,4.62,0.51
WISEP J190648.47+401106.8,2MASS J19064801+4011089,Gizi11a,Null,Null,Field,UCS+BANYAN,286.7003,40.1857,Gaia23,PSO J286.7021+40.1851,22.096,0.023,Cham16,19.347,0.025,Cham16,17.42,0.005,Cham16,15.932,0.002,Cham16,14.966,0.002,Cham16,2MASS J19064801+4011089,13.078,0.024,Cutr03,12.26,0.018,Cutr03,11.771,0.018,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,12.95,0.002,Schn23b,12.329,0.018,Best21,11.743,0.002,Schn23b,CWISE J190648.66+401105.9,11.438,0.015,Maro21,11.226,0.012,Maro21,10.803,0.077,Cutr13,9.357,NaN,Cutr13,11.226,0.01,11.244,0.016,Kirk21,59.67,0.1,Gaia23,Null,Null,Null,Null,L1,Gizi13,L1,Gizi11a,11,11,11,16.759,0.028,dist_plx_formula,0.5,175.0; 329.0; 280.0; 268.0; 229.0; 230.0,Gizi11a,BT-Settl,101.7,1900,1.4,5.5,-3.65,0.02,TRUE,BHAC15,2201,202,1.02,0.19,67.94,24.51,5.23,0.39
2MASS J19163888-3700026,2MASS J19163888-3700026,Kirk10,Null,Null,FLD-G,Sang23,289.1621,-37.0007,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J19163888-3700026,15.669,0.049,Cutr03,14.878,0.076,Cutr03,14.381,0.076,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.63,0.049,Best21,14.945,0.076,Best21,14.365,0.076,Best21,CWISE J191639.08-370002.2,13.956,0.015,Maro21,13.784,0.015,Maro21,12.276,NaN,Cutr13,8.594,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,20,1.4,Gaia23,Null,Null,FLD-G,Sang23,Null,Null,L1,Kirk10,NaN,11,11,50,4,dist_plx_formula,0.5,16.0; 32.0; 22.0; 20.0; 21.0; 22.0,Kirk10,BT-Settl,4.9,1900,1.23,5.5,-3.75,0.06,FALSE,BHAC15,1756,91,1.43,0.14,17.11,12.17,4.34,0.28
vB 10,VB 10,VanB61,Null,Null,FLD-G,Sang23,289.2401,5.1504,Gaia23,PSO J289.2382+05.1464,NaN,NaN,Null,16.589,0.003,Cham16,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J19165762+0509021,9.908,0.025,Cutr03,9.226,0.026,Cutr03,8.765,0.022,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,9.864,0.025,Dupu12,9.261,0.026,Dupu12,8.736,0.022,Dupu12,CWISE J191656.97+050840.0,8.544,0.01,Maro21,8.309,0.006,Maro21,8.041,0.021,Cutr13,8.395,0.471,Cutr13,8.29,0.02,8.3,0.03,Patt06,168.95,0.07,Gaia23,Null,Null,FLD-G,Sang23,M8,Henr90,M8.0,Bard14,8,8,8,5.9189,0.0025,dist_plx_formula,0.5,152.0; 218.0; 640.0; 485.0; 242.0; 267.0,Burg04b,BT-Settl,68.9,2500,1.18,3.5,-3.32,0.02,TRUE,BHAC15,2162,123,1.55,0.18,20.76,16.36,4.35,0.33
WISE J191915.54+304558.4,2MASS J19191519+3045536,Thom13,Null,Null,Field,UCS+BANYAN,289.8134,30.7651,CatWISE,PSO J289.8146+30.7661,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.07,0.097,Best18,17.717,0.058,Cham16,2MASS J19191519+3045536,15.569,0.054,Cutr03,14.598,0.048,Cutr03,13.945,0.048,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.507,0.007,Schn23b,14.557,0.014,Best15,13.994,0.007,Schn23b,CWISE J191915.74+304601.2,13.42,0.014,Maro21,12.97,0.012,Maro21,11.87,0.299,Cutr13,8.759,NaN,Cutr13,NaN,NaN,12.949,0.016,Kirk21,63,3,Kirk21,Null,Null,Null,Null,Null,Null,L9,Best15,NaN,19,19,15.9,0.8,dist_plx_formula,0.8,41.0; 90.0; 70.0; 64.0; 66.0; 73.0,Best15,BT-Settl,25.1,1500,0.71,5.5,-4.63,0.07,FALSE,SM08,1225,98,1.07,0.17,27.94,22.35,4.8,0.49
PSO J291.2688+68.5310,2MASS J19250500+6831527,Best15,Null,Null,Field,UCS+BANYAN,291.2722,68.5311,PS1,PSO J291.2682+68.5309,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.097,0.022,Cham16,18.8,0.044,Cham16,2MASS J19250500+6831527,16.613,0.155,Cutr03,16.107,0.229,Cutr03,15.486,0.229,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.516,0.155,Best21,16.193,0.229,Best21,15.52,0.229,Best21,CWISE J192504.31+683151.2,15.053,0.016,Maro21,14.465,0.015,Maro21,13.264,0.424,Cutr13,9.488,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,T1,Best15,NaN,21,21,31,4,dist_W2_formula,0.8,16.0; 29.0; 18.0; 17.0; 15.0; 19.0,Best15,BT-Settl,2.4,1400,0.86,5.5,-4.58,0.13,FALSE,SM08,1263,107,1.07,0.17,30.63,23.09,4.84,0.49
WISE J192841.35+235604.9,2MASS J19284155+2356016,Mace13a,Null,Null,Field,UCS+BANYAN,292.1729,23.9339,Gaia23,PSO J292.1721+23.9346,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,18.431,0.063,Best18,16.842,0.002,Cham16,Null,14.34,0.06,Skru06,14.31,0.06,Skru06,14.09,0.06,Skru06,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.98,0.02,Best20,14.236,0.054,Best21,14.183,0.054,Best21,CWISE J192841.23+235606.0,13.75,0.013,Maro21,12.064,0.008,Maro21,10.802,0.094,Cutr13,8.649,NaN,Cutr13,13.139,0.017,12.063,0.017,Mace13a,146.4,1.2,Gaia23,Null,Null,Null,Null,Null,Null,T6,Mace13a,NaN,26,26,6.83,0.06,dist_plx_formula,0.5,199.0; 423.0; 139.0; 191.0; 41.0; 134.0,Mace13a,ATMO 2020,35.2,1000,0.91,4,-5.12,0.04,FALSE,SM08,923,72,1.08,0.17,19.88,18.38,4.65,0.51
2MASS J19285196-4356256,2MASS J19285196-4356256,Reid08b,Null,Null,FLD-G,Sang23,292.2166,-43.9404,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J19285196-4356256,15.199,0.044,Cutr03,14.127,0.037,Cutr03,13.457,0.037,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.132,0.044,Best21,14.208,0.037,Best21,13.445,0.037,Best21,CWISE J192852.05-435629.9,12.817,0.012,Maro21,12.536,0.009,Maro21,11.847,0.312,Cutr13,8.694,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,35,1,Gaia23,Null,Null,FLD-G,Sang23,L4,Reid08b,L4 pec,Maro13,14,14,14,28.6,0.8,dist_plx_formula,0.5,27.0; 73.0; 61.0; 53.0; 70.0; 74.0,Burg10a,BT-Settl,11.2,1800,1.09,5,-3.94,0.03,FALSE,BHAC15,1576,75,1.43,0.13,14.57,11.14,4.27,0.28
2MASS J19355595-2846343,2MASS J19355595-2846343,Reid08b,BPMG?;lowg;young?;disk,Liu_16;Reid08b;Mart10;Fahe16;Alle13a;Liu_16,BPMG!,UCS+BANYAN,293.9832,-28.7762,Gaia23,PSO J293.9832-28.7764,22.268,0.088,Cham16,20.927,0.048,Cham16,18.3,0.01,Cham16,16.732,0.003,Cham16,15.822,0.007,Cham16,2MASS J19355595-2846343,13.953,0.027,Cutr03,13.18,0.029,Cutr03,12.712,0.029,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.887,0.027,Best21,13.234,0.029,Best21,12.67,0.029,Best21,CWISE J193555.98-284635.3,12.32,0.012,Maro21,11.881,0.01,Maro21,10.505,0.095,Cutr13,8.48,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,17.5,0.28,Gaia23,gamma,Fahe16,VL-G,Alle13a,M9 gamma,Fahe16,M9: VL-G,Alle13a,9,9,9,57.1,0.9,dist_plx_formula,0.5,117.0; 207.0; 179.0; 168.0; 130.0; 135.0,Alle13a,BT-Settl,76,1800,3.61,5.5,-2.9,0.03,TRUE,BHAC15,2537,52,1.83,0.07,33.13,5.09,4.41,0.11
WISEA J194128.98-342335.8,2MASS J19412871-3423298,Luhm14c,Null,Null,Field,UCS+BANYAN,295.3698,-34.3918,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J19412871-3423298,14.513,0.035,Cutr03,13.964,0.052,Cutr03,13.69,0.052,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.449,0.035,Best21,14.029,0.052,Best21,13.662,0.052,Best21,CWISE J194129.18-342339.6,13.368,0.026,Maro21,13.093,0.022,Maro21,11.82,NaN,Cutr13,8.88,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,21.81,0.25,Gaia23,Null,Null,Null,Null,M8.5V,Luhm14c,M8 pec (blue),Luhm14c,8.5,8,8.5,45.9,0.5,dist_plx_formula,0.8,97.0; 140.0; 71.0; 64.0; 58.0; 58.0,Luhm14c,BT-Settl,3.7,2600,0.93,4.5,-3.44,0.02,FALSE,BHAC15,2435,212,1.07,0.19,79.09,26.11,5.26,0.38
2MASS J19415458+6826021,2MASS J19415458+6826021,Kirk10,Null,Null,FLD-G,Sang23,295.4772,68.4339,PS1,PSO J295.4775+68.4341,NaN,NaN,Null,22.551,0.082,Cham16,20.688,0.028,Cham16,19.219,0.012,Cham16,18.244,0.012,Cham16,2MASS J19415458+6826021,16.301,0.103,Cutr03,15.226,0.083,Cutr03,14.568,0.083,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.256,0.103,Best21,15.303,0.083,Best21,14.544,0.083,Best21,CWISE J194154.59+682603.0,14.17,0.015,Maro21,13.926,0.013,Maro21,12.736,NaN,Cutr13,9.731,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,FLD-G,Sang23,Null,Null,L2,Kirk10,NaN,12,12,52,4,dist_W2_formula,0.5,19.0; 40.0; 29.0; 28.0; 31.0; 31.0,Kirk10,BT-Settl,10.7,1800,1.24,5.5,-3.84,0.07,FALSE,SM08,1666,85,1.43,0.14,15.41,11.48,4.29,0.28
2MASS J19495702+6222440,2MASS J19495702+6222440,Kirk10,Null,Null,FLD-G,Sang23,297.4876,62.3789,PS1,PSO J297.4879+62.3791,NaN,NaN,Null,22.342,0.091,Cham16,20.773,0.018,Cham16,19.317,0.012,Cham16,18.342,0.026,Cham16,2MASS J19495702+6222440,16.359,0.123,Cutr03,15.47,0.112,Cutr03,14.75,0.112,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.325,0.123,Best21,15.549,0.112,Best21,14.731,0.112,Best21,CWISE J194957.13+622245.2,14.267,0.013,Maro21,14.07,0.012,Maro21,12.376,0.492,Cutr13,9.285,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,FLD-G,Sang23,L2 pec (blue),Kirk10,L2 pec (sl. blue),Kirk10,12,12,12,55,4,dist_W2_formula,0.5,11.0; 30.0; 24.0; 22.0; 21.0; 23.0,Kirk10,BT-Settl,4.9,1800,1.2,5.5,-3.85,0.07,FALSE,SM08,1660,86,1.43,0.14,15.38,11.93,4.29,0.29
WISE J195113.62-331116.7,2MASS J19511353-3311126,Thom13,Null,Null,Field,UCS+BANYAN,297.8064,-33.1869,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J19511353-3311126,15.708,0.056,Cutr03,15.019,0.07,Cutr03,14.506,0.07,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.647,0.056,Best21,15.096,0.07,Best21,14.485,0.07,Best21,CWISE J195113.66-331119.0,14.035,0.017,Maro21,13.786,0.015,Maro21,12.354,NaN,Cutr13,8.83,NaN,Cutr13,13.78,0.02,13.79,0.02,Thom13,23,1,Gaia23,Null,Null,Null,Null,Null,Null,L1 pec?,Thom13,NaN,11,11,43.5,1.9,dist_plx_formula,0.5,32.0; 67.0; 42.0; 39.0; 41.0; 41.0,Thom13,BT-Settl,7.2,1900,1.03,5.5,-3.92,0.04,FALSE,SM08,1868,183,1.04,0.2,62.54,24.31,5.18,0.42
WISEA J195311.04-022954.7,WISE J195311.04-022954.7,Luhm14c,Null,Null,Field,UCS+BANYAN,298.2965,-2.4974,Gaia23,PSO J298.2958-02.4991,NaN,NaN,Null,NaN,NaN,Null,20.533,0.016,Cham16,18.692,0.017,Cham16,17.679,0.011,Cham16,2MASS J19531118-0229501,15.638,0.054,Cutr03,14.857,0.075,Cutr03,14.454,0.075,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.587,0.054,Best21,14.943,0.075,Best21,14.427,0.075,Best21,CWISE J195310.98-022957.1,13.957,0.015,Maro21,13.606,0.016,Maro21,12.359,NaN,Cutr13,8.573,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,22.6,1.4,Gaia23,Null,Null,Null,Null,Null,Null,L2 pec (blue),Luhm14c,NaN,12,12,44.2,2.7,dist_plx_formula,0.8,36.0; 72.0; 43.0; 41.0; 36.0; 37.0,Luhm14c,BT-Settl,13.4,2300,0.67,4,-3.96,0.06,FALSE,SM08,1826,180,1.04,0.2,60.12,24.28,5.16,0.43
