name,name_simbadable,ra_j2000_formula,dec_j2000_formula,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
SDSS J104335.08+121314.1,2MASS J10433508+1213149,160.8962,12.2208,1169,95,1.07,0.17,25.96,21.27,4.77,0.49
SDSS J104409.43+042937.6,2MASS J10440942+0429376,161.0393,4.4938,1420,69,1.35,0.11,12.2,10.14,4.3,0.26
2MASS J10461875+4441149,2MASS J10461875+4441149,161.5783,44.6874,1523,72,1.41,0.13,13.81,11.47,4.21,0.28
DENIS-P J104731.1-181558,DENIS J104731.1-181558,161.8794,-18.266,1844,92,1.41,0.14,18.54,12.31,4.38,0.28
2MASSI J1047538+212423,2MASSW J1047539+212423,161.9735,21.4063,799,59,1.09,0.16,16.89,16.66,4.57,0.51
PSO J162.0614+13.9756,2MASS J10481476+1358341,162.0614,13.976,1544,148,1.05,0.19,48.13,24.37,5.05,0.47
SDSS J104829.21+091937.8,2MASS J10482926+0919373,162.122,9.3269,1117,93,1.07,0.17,24.77,20.55,4.75,0.49
SDSS J104842.84+011158.5,LSPM J1048+0111,162.1784,1.1995,1847,92,1.41,0.14,18.67,12.15,4.38,0.28
SDSS J104922.45+012559.2,2MASS J10492244+0125593,162.3435,1.4331,1530,145,1.05,0.19,47.49,24.36,5.05,0.47
2MASS J10511900+5613086,2MASS J10511900+5613086,162.8291,56.2191,2090,194,1.0,0.19,64.76,23.9,5.22,0.39
SDSS J105151.25+131116.3,2MASS J10515129+1311164,162.9636,13.1879,2711,217,1.24,0.19,95.96,28.55,5.23,0.35
WISE J105257.95-194250.2,WISE J105257.95-194250.2,163.2405,-19.7132,717,49,1.1,0.15,14.13,15.14,4.48,0.49
2MASS J10554733+0808427,LSPM J1055+0808,163.9473,8.1453,2476,213,1.09,0.19,80.06,26.4,5.25,0.38
Wolf 359,Wolf  359,164.1205,7.0147,2562,156,1.65,0.2,41.34,22.09,4.6,0.33
DENIS-P J1058.7-1548,SIPS J1058-1548,164.6993,-15.8048,1570,11,1.42,0.01,14.52,0.34,4.27,0.01
2MASS J10595185+3042059,2MASS J10595185+3042059,164.9658,30.7012,1149,93,1.06,0.17,25.62,20.93,4.77,0.49
2MASS J11000965+4957470,2MASS J11000965+4957470,165.0402,49.963,1464,61,1.48,0.12,13.97,9.92,4.22,0.26
SSSPM J1102-3431,TWA 28,165.541,-34.5099,2589,55,2.53,0.1,25.64,6.66,4.01,0.12
2MASSI J1104012+195921,2MASS J11040127+1959217,166.0053,19.9894,1449,59,1.38,0.11,14.25,10.12,4.29,0.26
LHS 2351,LP  551-63,166.5791,4.4757,2670,216,1.17,0.19,93.74,27.69,5.25,0.36
PSO J167.1132+08.6331,2MASS J11082735+0838026,167.114,8.6341,1258,107,1.07,0.17,30.46,22.98,4.84,0.49
SDSSp J111010.01+011613.1,2MASS J11101001+0116130,167.5417,1.2702,922,10,1.2,0.01,11.28,0.45,4.3,0.02
PSO J168.1800-27.2264,PSO J168.1800-27.2264,168.1805,-27.2259,1154,98,1.06,0.17,25.96,21.4,4.77,0.49
SDSS J111320.16+343057.9,2MASS J11132009+3430582,168.3339,34.5161,1486,69,1.38,0.12,12.72,10.8,4.29,0.27
2MASS J11145133-2618235,2MASS J11145133-2618235,168.7131,-26.3066,606,38,1.11,0.13,11.95,12.46,4.4,0.45
NLTT 26746B,2MASS J11150150+1607026,168.7561,16.1174,1815,51,0.91,0.05,74.25,10.24,5.33,0.12
2MASS J11181292-0856106,2MASS J11181292-0856106,169.5539,-8.9363,1276,45,1.3,0.09,10.29,9.26,4.34,0.23
2MASS J11191046+0552484,2MASS J11191046+0552484,169.7936,5.8801,1418,81,1.38,0.04,13.38,1.6,4.25,0.03
SDSS J112118.57+433246.5,2MASS J11211858+4332464,170.3274,43.5462,1469,135,1.05,0.18,44.56,24.28,5.01,0.47
2MASS J11220826-3512363,2MASS J11220826-3512363,170.5344,-35.2102,1161,93,1.06,0.17,25.8,20.86,4.77,0.48
2MASSW J1122362-391605,2MASSW J1122362-391605,170.651,-39.2682,1729,170,1.05,0.2,55.88,24.17,5.12,0.44
WISEPC J112254.73+255021.5,2MASS J11225550+2550250,170.7323,25.8403,790,58,1.09,0.16,16.72,16.58,4.56,0.51
2MASS J11240487+3808054,2MUCD 10984,171.0204,38.1348,2408,211,1.06,0.18,77.92,25.85,5.26,0.38
WISE J112438.12-042149.7,2MASS J11243854-0421504,171.1602,-4.3638,833,64,1.08,0.16,17.62,17.35,4.59,0.52
2MASS J11263991-5003550,DENIS J112639.9-500355,171.6658,-50.0652,1679,162,1.04,0.2,54.96,23.82,5.12,0.44
SDSS J112647.03+581632.2,2MASS J11264705+5816325,171.6959,58.2757,2093,196,1.01,0.19,63.76,24.18,5.21,0.4
NLTT 27966B,2MASS J11363969+4852400,174.1654,48.8778,1985,43,0.97,0.04,78.88,8.41,5.33,0.09
PSO J174.6630-18.6530,2MASS J11383920-1839120,174.6632,-18.6533,2362,212,1.07,0.19,76.62,25.61,5.25,0.38
TWA 26,TWA 26,174.9631,-31.9893,2537,48,2.43,0.09,21.86,5.49,3.97,0.11
PSO J175.2003+16.1403,2MASS J11404806+1608255,175.2003,16.1404,1543,149,1.05,0.19,47.91,24.43,5.05,0.47
2MASS J11414406-2232156,LEHPM 2-333,175.4335,-22.5375,2449,209,1.07,0.18,79.9,25.87,5.26,0.37
PSO J175.8169-20.4072,PSO J175.8169-20.4072,175.817,-20.4068,1154,97,1.07,0.17,25.9,21.39,4.77,0.49
ULAS J114340.47+061358.9,SDSS J114340.50+061358.8,175.9189,6.233,1038,87,1.07,0.17,23.05,19.56,4.72,0.5
WISEA J114724.10-204021.3,TWA 41,176.8508,-20.6723,1334,46,1.43,0.08,11.69,5.25,4.17,0.21
SDSS J114912.31-015300.6,SIPS J1149-0153,177.3013,-1.8835,2239,25,1.18,0.02,50.63,3.48,4.98,0.04
PSO J178.1434-23.8603,Null,178.1435,-23.8603,2676,277,1.63,0.23,59.6,30.05,4.77,0.25
2MASS J11533966+5032092,2MASS J11533966+5032092,178.4153,50.5359,2536,218,1.11,0.19,84.82,26.8,5.26,0.38
LHS 2471,LP  553-59,178.4695,6.999,2772,209,1.24,0.19,100.89,28.92,5.23,0.35
2MASS J11544223-3400390,2MASS J11544223-3400390,178.6759,-34.0109,2363,27,1.2,0.02,56.01,4.0,5.0,0.04
2MASSW J1155395-372735,2MASS J11553952-3727350,178.9147,-37.4599,1949,190,1.04,0.2,65.05,24.22,5.19,0.41
LP 851-346,LP  851-346,178.9285,-22.4163,2657,226,1.17,0.2,92.23,28.42,5.25,0.38
SDSS J115553.86+055957.5,2MASS J11555389+0559577,178.9747,5.9994,1215,45,1.35,0.09,9.81,8.7,4.15,0.26
PSO J179.2489+41.5121,Null,179.2496,41.5121,1175,98,1.07,0.17,26.55,21.6,4.78,0.49
DENIS-P J1157480-484442,DENIS J115748.0-484442,179.4504,-48.7452,2259,204,1.03,0.19,69.92,24.83,5.23,0.39
SDSS J115940.72+540938.6,2MASS J11594076+5409386,179.9198,54.1607,2532,216,1.12,0.19,84.81,26.7,5.26,0.37
PSO J180.1475-28.6160,SIMP J1200358-283657,180.1494,-28.6159,1323,113,1.07,0.17,34.37,23.89,4.89,0.49
2MASS J12022564-0629026,2MASS J12022564-0629026,180.6069,-6.4841,2579,220,1.13,0.19,86.32,27.27,5.25,0.38
NLTT 29395B,2MASS J12030284+5806037,180.7618,58.101,2473,37,1.05,0.02,87.72,5.93,5.31,0.05
SDSSp J120358.19+001550.3,2MASS J12035812+0015500,180.9922,0.2639,1692,166,1.04,0.2,55.52,24.03,5.12,0.44
2MASSI J1204303+321259,2MASS J12043036+3212595,181.1265,32.2165,2233,200,1.02,0.18,69.57,24.51,5.23,0.38
HIP 58918B,LSPM J1204+3437W,181.2183,34.623,2755,66,1.21,0.06,100.81,13.91,5.25,0.11
SDSS J120602.51+281328.7,2MASS J12060248+2813293,181.5103,28.2247,1199,98,1.07,0.17,27.33,21.97,4.8,0.49
SDSS J120610.49+624257.2,2MASS J12061050+6242572,181.5438,62.716,2103,197,1.01,0.19,64.63,24.16,5.22,0.4
DENIS J1206501-393725,2MASS J12065011-3937261,181.7088,-39.6239,2059,194,1.0,0.19,63.21,24.01,5.21,0.4
2MASS J12070374-3151298,2MASS J12070374-3151298,181.7655,-31.8583,1550,76,1.41,0.13,13.69,11.16,4.28,0.28
2MASS J12073804-3909050,2MASS J12073804-3909050,181.9085,-39.1514,2267,203,1.03,0.18,71.0,24.73,5.24,0.38
SDSS J120747.17+024424.8,2MASS J12074717+0244249,181.9466,2.7403,1403,122,1.06,0.18,40.87,24.28,4.97,0.48
2MASS J12074836-3900043,TWA 40,181.9515,-39.0012,1954,45,1.7,0.05,12.37,1.26,4.04,0.06
HIP 59310B,LSPM J1210+1858E,182.5412,18.969,2801,34,1.24,0.03,103.9,6.12,5.25,0.04
PSO J182.6569-26.6197,2MASS J12103773-2637106,182.6573,-26.6197,1914,192,1.04,0.21,63.43,24.54,5.18,0.42
2MASSI J1213033-043243,2MASS J12130336-0432437,183.2639,-4.5455,1496,16,1.14,0.02,31.45,2.36,4.8,0.05
PSO J183.4547+40.7901,PSO J183.4547+40.7901,183.4554,40.7904,1112,94,1.07,0.17,24.61,20.6,4.75,0.49
SDSS J121440.95+631643.4,2MASS J12144089+6316434,183.6706,63.2787,990,80,1.07,0.17,21.79,18.89,4.69,0.5
PSO J183.9318-09.7914,2MASS J12154368-0947289,183.932,-9.7914,2132,199,1.01,0.19,65.91,24.19,5.22,0.39
2MASS J12154432-3420591,2MASS J12154430-3420594,183.9346,-34.3497,1091,99,1.07,0.17,24.59,20.85,4.75,0.5
SDSS J121659.17+300306.3,2MASS J12165918+3003054,184.2465,30.0516,1496,71,1.38,0.12,12.78,10.52,4.17,0.27
2MASSI J1217110-031113,2MASS J12171110-0311131,184.2958,-3.1869,822,62,1.09,0.16,17.2,17.01,4.58,0.51
2MASS J12172372-0237369,2MASS J12172372-0237369,184.3489,-2.6269,1591,151,1.05,0.2,50.7,24.09,5.08,0.46
HIP 59933B,2MASS J12173646+1427119,184.402,14.4534,2255,45,0.98,0.04,77.64,8.51,5.32,0.08
SDSS J121951.45+312849.4,2MASS J12195156+3128497,184.9647,31.4804,1234,101,1.07,0.17,28.72,22.61,4.82,0.49
2MASS J12212770+0257198,2MASS J12212770+0257198,185.3655,2.9555,1914,95,1.44,0.14,19.26,12.58,4.38,0.28
WISE J122152.28-313600.8,2MASS J12215175-3136054,185.4657,-31.6014,822,62,1.09,0.16,16.95,16.96,4.57,0.51
NLTT 30510B,** DEA   78B,185.5767,36.7302,2230,59,0.97,0.04,80.7,8.31,5.35,0.08
BRI B1222-1222,BR B1222-1221,186.2174,-12.6433,2424,208,1.07,0.18,78.27,25.76,5.25,0.38
WISE J122558.86-101345.0,2MASS J12255900-1013413,186.4959,-10.2283,1079,89,1.06,0.17,24.06,19.96,4.74,0.5
PSO J186.5342+21.8364,2MASS J12260821+2150112,186.5342,21.8365,2335,212,1.06,0.19,75.04,25.44,5.25,0.38
2MASS J12304562+2827583,2MASS J12304562+2827583,187.6901,28.4662,1609,85,1.42,0.14,15.11,11.58,4.28,0.28
2MASS J12312141+4959234,2MASSI J1231214+495923,187.8392,49.9898,2313,209,1.04,0.19,72.95,25.21,5.24,0.39
2MASS J12314753+0847331,ULAS J123146.99+084725.8,187.9482,8.7924,1010,82,1.07,0.17,22.04,19.16,4.7,0.5
2MASS J12373919+6526148,2MASS J12373919+6526148,189.4129,65.4373,788,59,1.09,0.16,16.59,16.63,4.56,0.51
NLTT 31450B,2MASS J12394920+3209056,189.955,32.1515,1852,35,0.96,0.03,76.76,7.26,5.34,0.08
TWA 29,TWA 29,191.309,-44.4855,2375,37,2.1,0.05,17.88,1.52,4.02,0.04
SDSS J124555.66+490210.9,2MASS J12455566+4902105,191.4819,49.0363,2834,221,1.36,0.2,105.75,31.11,5.2,0.33
2MASSW J1246467+402715,2MASSW J1246467+402715,191.6949,40.4542,1716,171,1.04,0.21,56.73,24.22,5.13,0.44
2MASS J12474428-3816464,2MASS J12474428-3816464,191.9345,-38.2796,2326,35,1.99,0.04,16.83,1.05,4.04,0.03
2MASS J12474944-1117551,2MASS J12474944-1117551,191.9561,-11.2987,1928,103,1.44,0.14,19.37,12.95,4.38,0.28
SDSS J124908.66+415728.6,2MASS J12490872+4157286,192.2864,41.958,1895,95,1.43,0.14,19.08,12.76,4.38,0.28
WISE J125015.56+262846.9,PSO J192.5647+26.4796,192.5664,26.4814,826,63,1.08,0.16,17.43,17.26,4.58,0.52
PSO J192.6717-21.8250,PSO J192.6717-21.8250,192.6721,-21.8248,1154,97,1.07,0.17,25.77,21.25,4.77,0.49
WISE J125448.52-072828.4,WISE J125448.52-072828.4,193.7018,-7.4742,828,63,1.08,0.16,17.73,17.15,4.6,0.51
SDSSp J125453.90-012247.4,2MASS J12545393-0122474,193.7246,-1.3798,1230,99,1.07,0.17,28.27,22.42,4.81,0.49
WISE J125715.90+400854.2,WISE J125715.90+400854.2,194.315,40.148,757,54,1.09,0.16,15.54,15.94,4.53,0.5
SDSSp J125737.26-011336.1,2MASS J12573726-0113360,194.4053,-1.2268,1627,156,1.05,0.2,52.18,24.04,5.09,0.45
2MASS J12594167+1001380,LSPM J1259+1001,194.9237,10.0274,1689,22,0.9,0.01,73.67,2.75,5.37,0.03
Ross 458C,ULAS J130041.74+122114.7,195.1755,12.3541,639,13,1.15,0.04,10.29,2.46,4.31,0.13
2MASSW J1300425+191235,2MASSI J1300425+191235,195.1771,19.2096,2098,197,1.01,0.19,64.22,24.38,5.21,0.4
HIP 63506C,2MASS J13005061+4214473,195.2108,42.2464,2145,38,1.0,0.03,81.87,7.37,5.33,0.07
2MASS J13015465-1510223,2MASS J13015465-1510223,195.4778,-15.1729,1852,92,1.42,0.14,18.65,12.35,4.38,0.28
2MASS J13023811+5650212,2MASS J13023811+5650212,195.6588,56.8392,1698,88,1.43,0.14,15.91,11.55,4.3,0.28
2MASSI J1305410+204639,2MASS J13054106+2046394,196.4211,20.7776,1708,8,0.9,0.01,74.45,0.24,5.38,0.01
2MASS J13061727+3820296,2MASS J13061727+3820296,196.572,38.3416,2238,201,1.03,0.18,68.92,24.67,5.23,0.39
WISEA J130729.56-055815.4,SIMP J1307298-055814,196.8743,-5.9708,1249,107,1.06,0.17,30.11,23.0,4.84,0.49
2MASS J13081228+6103486,2MASS J13081228+6103486,197.0512,61.0635,2000,202,1.05,0.21,66.02,24.82,5.19,0.42
WISEP J131141.91+362925.2,2MASS J13114227+3629235,197.9259,36.4899,1728,169,1.04,0.2,56.55,24.09,5.13,0.44
2MASS J13120707+3937445,2MASSI J1312070+393744,198.0294,39.629,2647,229,1.21,0.2,91.7,28.7,5.24,0.36
ULAS J131610.13+031205.5,BRLT 203,199.0426,3.2016,1206,24,1.19,0.03,16.96,2.37,4.49,0.07
2MASS J13184794+1736117,2MASS J13184794+1736117,199.6998,17.6032,1284,64,1.39,0.1,11.18,9.61,4.33,0.25
WISEPC J132004.16+603426.2,WISEP J132004.16+603426.2,200.0212,60.5743,823,62,1.08,0.16,17.62,17.17,4.59,0.51
2MASS J13204427+0409045,2MASS J13204427+0409045,200.1845,4.1513,1939,16,0.97,0.01,78.07,0.44,5.34,0.01
WISEPA J132233.66-234017.1,WISE J132233.64-234016.8,200.6412,-23.6726,670,44,1.1,0.14,13.36,14.06,4.45,0.48
DENIS-P J1323-1806,2MASS J13233597-1806379,200.8999,-18.1105,2572,218,1.13,0.19,87.38,27.02,5.26,0.37
PSO J201.0320+19.1072,2MASS J13240776+1906271,201.0323,19.1075,1355,116,1.06,0.18,37.06,24.11,4.93,0.49
2MASS J13243553+6358281,2MASS J13243553+6358281,201.1479,63.9744,917,15,1.2,0.01,11.25,0.55,4.3,0.02
SDSSp J132629.82-003831.5,2MASS J13262981-0038314,201.6242,-0.6421,1292,104,1.07,0.17,31.79,23.53,4.86,0.49
SDSS J132715.21+075937.5,2MASS J13271524+0759375,201.8136,7.9938,2246,206,1.03,0.19,69.92,24.94,5.23,0.39
HIP 65706B,LP  323-115,202.0872,30.0552,2857,27,1.29,0.02,108.93,2.77,5.23,0.01
PSO J202.1635-03.7660,PSO J202.1635-03.7660,202.1642,-3.7661,1067,88,1.07,0.17,23.48,19.84,4.73,0.5
2MASSW J1328550+211449,2MASS J13285503+2114486,202.2293,21.2467,1639,158,1.05,0.2,52.96,24.02,5.1,0.45
2MASS J13313310+3407583,2MASS J13313310+3407583,202.888,34.1328,1899,94,1.44,0.14,19.1,12.66,4.38,0.28
SDSS J133148.92-011651.4,2MASS J13314894-0116500,202.9538,-1.2809,1263,42,1.3,0.08,10.06,8.92,4.34,0.22
SDSS J133312.79+150956.6,2MASS J13331284+1509569,203.3034,15.1658,2448,216,1.1,0.19,80.39,26.39,5.25,0.38
SDSS J133345.36-021600.2,2MASS J13334540-0215599,203.4391,-2.2667,2032,195,1.0,0.19,62.34,24.14,5.21,0.41
LSPM J1336+2541B,2MASS J13362502+2540368,204.1043,25.6769,2007,43,0.98,0.04,79.27,8.33,5.33,0.09
2MASS J13364062+3743230,2MASSI J1336406+374323,204.1691,37.723,2232,200,1.03,0.18,69.18,24.5,5.23,0.38
2MASS J13373116+4938367,2MASS J13373116+4938367,204.3799,49.6435,2344,205,1.05,0.18,74.15,25.2,5.25,0.38
WISE J133750.46+263648.6,2MASS J13375038+2636512,204.4597,26.6142,976,78,1.07,0.17,21.61,18.74,4.69,0.5
2MASSW J1338261+414034,2MASSW J1338261+414034,204.6089,41.676,1924,189,1.04,0.2,63.56,24.4,5.18,0.42
2MASS J13384944+0437315,2MASS J13384944+0437315,204.706,4.6254,2511,213,1.1,0.19,83.49,26.42,5.26,0.37
PM I13410+0542B,2MASS J13410235+0542489,205.2598,5.7135,2057,42,0.98,0.04,80.13,8.08,5.33,0.08
SDSS J134203.11+134022.2,2MASS J13420311+1340222,205.5129,13.6729,1271,60,1.38,0.1,10.91,9.67,4.17,0.27
WISEA J134310.44-121628.8,2MASS J13431074-1216256,205.7945,-12.2739,1541,147,1.05,0.19,47.7,24.28,5.05,0.46
2MASSW J1343167+394508,2MASSW J1343167+394508,205.8194,39.7525,1721,170,1.05,0.2,56.11,24.2,5.12,0.44
SDSS J134525.57+521634.0,2MASS J13452562+5216337,206.3566,52.2761,1493,71,1.38,0.12,12.76,10.95,4.29,0.27
SDSSp J134646.45-003150.4,2MASS J13464634-0031501,206.6934,-0.5307,909,72,1.07,0.17,19.94,18.3,4.65,0.51
LHS 2803B,LP  738-14 B,207.0113,-13.7356,977,16,0.83,0.02,55.9,5.76,5.32,0.07
WISEPC J134806.99+660327.8,2MASS J13480677+6603315,207.0283,66.0586,1240,105,1.06,0.17,29.73,22.83,4.84,0.49
PSO J207.7496+29.4240,2MASS J13510003+2925273,207.75,29.4243,1276,106,1.06,0.17,31.55,23.34,4.86,0.49
PM I13518+4157B,2MASS J13514747+4157479,207.9478,41.9633,2327,40,0.99,0.03,83.07,7.12,5.34,0.07
WISE J135307.51-085712.0,2MASS J13530778-0857119,208.2823,-8.9533,2259,207,1.03,0.19,70.63,24.93,5.24,0.39
NLTT 35593B,2MASS J13543510-0607333,208.6462,-6.126,1868,45,0.96,0.05,76.81,9.29,5.33,0.1
SDSS J135712.40+142839.8,2MASS J13571237+1428398,209.3016,14.4778,1521,75,1.4,0.13,13.46,11.31,4.19,0.28
2MASS J13571497-1438529,DENIS J135714.9-143852,209.3122,-14.648,2763,208,1.23,0.19,99.91,28.43,5.24,0.34
SDSS J135852.68+374711.9,2MASS J13585269+3747137,209.7197,37.7869,923,73,1.07,0.17,20.0,18.36,4.65,0.51
2MASS J13595510-4034582,2MASS J13595510-4034582,209.9796,-40.5829,1826,88,1.3,0.12,24.86,10.22,4.58,0.25
SDSS J140023.12+433822.3,2MASS J14002320+4338222,210.0966,43.6394,1334,27,1.06,0.01,36.84,5.81,4.93,0.08
WISE J140035.40-385013.5,2MASS J14003541-3850109,210.1475,-38.8363,962,77,1.07,0.17,21.23,18.69,4.68,0.5
2MASS J14022235+0648479,2MASS J14022235+0648479,210.5932,6.8133,2638,224,1.16,0.2,91.36,28.06,5.25,0.38
PSO J210.6211-26.9300,Gaia DR2 6273537856003401728,210.6215,-26.9297,2050,104,1.32,0.13,28.94,12.13,4.63,0.26
2MASS J14044495+4634297,2MASSI J1404449+463429,211.1873,46.575,2473,208,1.08,0.18,81.37,25.83,5.26,0.37
SDSS J140601.47+524931.0,2MASS J14060148+5249309,211.5063,52.8252,2348,207,1.05,0.18,74.33,25.25,5.25,0.38
2MASS J14075361+1241099,ULAS2MASS J1407+1241,211.9734,12.6861,1510,70,1.4,0.13,13.52,10.87,4.2,0.27
2MASS J14090310-3357565,USNO-B1.0 0560-00310109,212.263,-33.9657,2048,192,1.01,0.19,61.72,24.01,5.19,0.4
2MASSW J1411175+393636,2MASSW J1411175+393636,212.8224,39.6101,2072,199,1.01,0.19,62.76,24.41,5.2,0.41
WISE J141144.13-140300.5,2MASS J14114418-1402543,212.9341,-14.0487,2162,198,1.02,0.19,65.29,24.36,5.21,0.39
2MASS J14122268+2354108,2MASS J14122268+2354108,213.0945,23.903,2589,218,1.13,0.19,87.98,26.82,5.26,0.37
2MASSW J1412244+163312,2MASSW J1412244+163312,213.1021,16.5533,2480,213,1.08,0.19,82.37,26.23,5.27,0.38
2MASS J14140586+0107102,2MASS J14140586+0107102,213.5244,1.1195,1661,162,1.05,0.2,53.69,24.07,5.1,0.45
SDSS J141530.05+572428.7,2MASS J14153003+5724300,213.8752,57.4082,1376,123,1.06,0.18,38.25,24.18,4.94,0.48
SDSS J141659.78+500626.4,2MASS J14165987+5006258,214.2495,50.1073,1638,9,0.9,0.01,74.29,0.27,5.38,0.01
2MASS J14182962-3538060,2MASS J14182962-3538060,214.6235,-35.635,1700,82,1.44,0.14,15.61,11.21,4.29,0.27
SDSS J141858.92+600018.8,2MASS J14185890+6000194,214.7454,60.0053,1999,102,1.47,0.15,19.93,13.75,4.38,0.29
2MASS J14192618+5919047,2MASS J14192618+5919047,214.8593,59.3179,1873,98,1.43,0.14,18.92,12.25,4.38,0.28
SDSS J142058.30+213156.6,2MASS J14205843+2131555,215.2434,21.5321,2085,195,1.01,0.19,64.3,24.04,5.22,0.4
2MASSW J1421314+182740,2MASSW J1421314+182740,215.3809,18.4613,2282,202,1.03,0.18,71.7,24.74,5.24,0.38
SDSS J142227.25+221557.1,2MASS J14222720+2215575,215.6134,22.2659,1311,64,1.31,0.1,11.05,9.69,4.33,0.24
SDSS J142257.15+082752.1,2MASS J14225717+0827539,215.7383,8.465,1940,191,1.04,0.2,64.92,24.39,5.19,0.42
BD +01 2920B,ULAS J142320.79+011638.2,215.8363,1.2787,640,92,0.91,0.07,34.29,18.38,5.04,0.3
2MASS J14232186+6154005,2MASS J14232186+6154005,215.8408,61.9001,1804,178,1.04,0.2,59.37,24.31,5.15,0.43
GD 165B,GD 165B,216.1629,9.2863,1863,29,0.91,0.01,76.12,1.04,5.38,0.01
DENIS-P J142527.97-365023.4,2MASS J14252798-3650229,216.3666,-36.8398,1613,14,1.16,0.02,32.1,1.98,4.79,0.04
PSO J216.4707-06.2849,Null,216.4702,-6.2845,1144,96,1.06,0.17,25.73,21.03,4.77,0.49
SDSS J142612.86+313039.4,2MASS J14261290+3130400,216.5538,31.5111,1685,165,1.04,0.2,55.04,24.1,5.12,0.44
2MASS J14283132+5923354,2MASS J14283132+5923354,217.1304,59.3932,1482,64,1.38,0.12,13.53,10.31,4.2,0.26
LHS 2924,LP  271-25,217.1801,33.1776,1915,94,1.44,0.14,19.21,12.72,4.38,0.28
2MASS J14313097+1436539,2MASS J14313097+1436539,217.8788,14.615,1717,84,1.43,0.14,15.87,11.53,4.3,0.28
SDSS J143242.10+345142.7,2MASS J14324216+3451429,218.1757,34.8619,2184,201,1.02,0.19,67.63,24.31,5.23,0.39
PSO J218.4532+50.7231,PSO J218.4532+50.7231,218.4529,50.7235,1121,94,1.06,0.17,25.01,20.74,4.76,0.5
PSO J218.5616-27.8952,2MASS J14341485-2753426,218.5619,-27.8952,1460,135,1.06,0.18,43.32,24.42,5.0,0.48
2MASS J14351087-2333025,SIPS J1435-2333,218.7952,-23.5507,2617,223,1.14,0.19,90.56,27.66,5.26,0.38
SDSS J143553.25+112948.6,SDSS J143553.24+112948.5,218.9717,11.4967,1009,84,1.07,0.17,22.1,19.33,4.7,0.5
2MASSI J1438082+640836,LSPM J1438+6408,219.5345,64.1434,2295,204,1.04,0.18,72.21,24.84,5.24,0.38
SDSS J143832.63+572216.9,2MASS J14383259+5722168,219.6359,57.3714,1605,159,1.05,0.2,50.94,24.4,5.08,0.46
2MASSW J1438549-130910,2MASSW J1438549-130910,219.7292,-13.1529,1802,176,1.04,0.2,58.83,24.23,5.15,0.43
2MASSW J1439284+192915,2MASS J14392836+1929149,219.8673,19.4878,1812,90,1.41,0.14,18.28,12.01,4.38,0.28
SDSS J143933.44+031759.2,2MASS J14393343+0317591,219.8893,3.2997,2168,202,1.02,0.19,66.85,24.36,5.22,0.39
SDSS J143945.86+304220.6,SDSS J143945.86+304220.5,219.9415,30.7058,1115,94,1.07,0.17,24.81,20.63,4.75,0.49
2MASS J14403186-1303263,2MASS J14403186-1303263,220.1329,-13.0573,1823,91,1.41,0.14,18.26,11.87,4.37,0.27
2MASS J14410457+2719323,2MASS J14410457+2719323,220.2691,27.3256,2618,224,1.19,0.19,90.33,27.96,5.24,0.37
WISE J144127.48-515807.6,2MASS J14412855-5158048,220.3691,-51.968,2515,217,1.1,0.19,83.41,26.54,5.26,0.38
G 239-25B,G 239-25B,220.5919,66.0555,2489,17,1.05,0.01,88.9,0.59,5.32,0.01
SDSSp J144600.60+002452.0,2MASS J14460061+0024519,221.5025,0.4144,1439,124,1.06,0.18,42.74,24.19,4.99,0.48
2MASSW J1448256+103159,2MASS J14482563+1031590,222.1068,10.5331,1315,43,1.41,0.09,11.58,9.27,4.18,0.25
NLTT 38489B,2MASS J14484645+5610559,222.1936,56.1822,2392,15,1.01,0.01,85.54,0.64,5.34,0.01
ULAS2MASS J1452+1114,2MASS J14520183+1114590,223.0076,11.2498,1917,188,1.04,0.2,63.97,24.3,5.18,0.42
SDSS J145255.58+272324.4,2MASS J14525564+2723256,223.2318,27.3904,2152,194,1.01,0.18,65.79,24.14,5.22,0.38
SDSS J145325.89+142041.8,2MASS J14532582+1420410,223.3577,14.3447,1958,195,1.04,0.21,64.8,24.61,5.19,0.42
2MASSI J1456014-274735,LEHPM 2-50,224.0058,-27.7935,2001,97,1.32,0.13,27.13,11.7,4.6,0.26
LHS 3003,LP  914-54,224.1594,-28.1635,2535,24,1.29,0.02,61.46,3.74,4.98,0.04
HIP 73169B,2MASS J14571164-0619260,224.2985,-6.324,1936,43,0.97,0.04,78.09,8.81,5.33,0.09
WISEPC J145715.03+581510.2,WISE J145715.03+581510.2,224.3153,58.2531,788,58,1.08,0.16,16.86,16.59,4.57,0.51
Gliese 570D,GJ   570 D,224.3129,-21.364,771,18,0.93,0.04,32.54,6.01,4.99,0.12
PSO J224.3820+47.4057,PSO J224.3820+47.4057,224.3814,47.4059,787,58,1.09,0.16,16.46,16.55,4.55,0.51
2MASS J14582453+2839580,2MASS J14582453+2839580,224.6022,28.6661,2529,213,1.1,0.18,84.67,26.26,5.26,0.37
2MASS J15004572+4219448,2MASS J15004572+4219448,225.1905,42.3292,2520,216,1.09,0.19,84.7,26.59,5.27,0.38
TVLM 513-46546,TVLM 513-46,225.2841,22.8339,2267,205,1.03,0.19,70.37,24.86,5.23,0.39
