name,ref_discovery,flag,ref_flag,exoplanet,multiple_unresolved_in_this_table,multiple_resolved_in_this_table,has_higher_mass_companion,sep_companion,Best20b_vollim_sample,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,G_BP_DR2,G_BPerr_DR2,G_DR2,Gerr_DR2,G_RP_DR2,G_RPerr_DR2,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_ukidss,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,ra_j2000_allwise,dec_j2000_allwise,ra_epoch_allwise,dec_epoch_allwise,W1,W1err,W2,W2err,W3,W3err,W4,W4err,ref_WISE,cc_flg_WISE,nb_WISE,neigh_WISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,GaiaDetect_DR2,ra_j2000_dr2,dec_J2000_dr2,ra_epoch_dr2,dec_epoch_dr2,plx_DR2,plxerr_DR2,pmra_DR2,pmraerr_DR2,pmdec_DR2,pmdecerr_DR2,RUWE_DR2,excessNoise_DR2,excessNoisesig_DR2,nep_DR2,sourceID_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,youth,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,MJ_2MASS_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,MJ_MKO_formula,dist_J_MKO_formula,disterr_J_MKO_formula,MKs_2MASS_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,MK_MKO_formula,dist_K_MKO_formula,disterr_K_MKO_formula,MW2_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist1sig_formula,dist_formula_source,note,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,rv_lit,rverr_lit,ref_rv_lit,rv_note_lit,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,ukidss_survey,ra_ukidss,dec_ukidss,epoch_mjd_ukidss,ra_j2000_ukidss,dec_j2000_ukidss,Y_ukidss,Yerr_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,ra_today_formula,dec_today_formula,source_radec_today_formula
WISEPA J143602.19-181421.8,Kirk11,null,null,N,N,N,N,NaN,Y,219.0092,-18.2395,AllWISE,PSO J219.0090-18.2393,NaN,NaN,219.0091,-18.2394,55240.64,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.88,0.11,9,W,Cham16,20.44,0.12,9,W,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,17.520,0.130,Mace13a,17.620,NaN,Mace13a,16.970,NaN,Mace13a,null,null,NaN,NaN,null,17.400,0.020,Best20a,NaN,NaN,null,NaN,NaN,null,WISEA J143602.19-181422.0,219.0091639,-18.2394509,219.0092281,-18.2394900,16.887,0.108,14.603,0.063,12.596,0.436,8.955,NaN,Cutr13,0000,1,0,15.99,0.03,14.72,0.02,Kirk11,48.3,2.4,Kirk19,-67.3,1.3,-86.3,1.3,Kirk19,48.30,2.40,Kirk19,-67.30,1.30,-86.30,1.30,109.44,1.30,217.95,0.68,Kirk19,48.9,4.5,-70.8,2.4,-96.1,2.4,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8 pec,Kirk11,NaN,28,28,28,20.7,1,28.0,16.56,15.57,3.02,16.38,15.98,3.17,16.53,12.25,NaN,NaN,NaN,NaN,13.43,17.18,1.58,20.7,1,19.7,dist_plx_formula,null,WISE J143602.20-181421.9,219.0092,-18.2394,2012yCat.2311....0C,-6.00,312.00,-127.00,252.00,2011ApJS..197...19K,NaN,NaN,null,WISEP J143602.19-181421.8|WISE J143602.20-181421.9|EQ J1436-1814,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,219.0088,-18.2400,AllWISE; Kirk19
2MASSW J1438549-130910,Kirk00,null,null,N,N,N,N,NaN,N,219.7298,-13.1531,DR2,PSO J219.7297-13.1530,219.7292,-13.1529,219.7297,-13.1531,56038.40,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.23,0.02,20,C,Cham16,18.78,0.01,18,C,Cham16,17.75,0.01,17,C,Cham16,22.080,0.550,20.731,0.013,19.092,0.053,2MASS J14385498-1309103,219.729124,-13.152875,1998-03-21,15.490,0.057,Cutr03,14.504,0.053,Cutr03,13.863,0.053,Cutr03,000,null,16.708,0.076,Best20b,15.430,0.057,Best20b,14.581,0.053,Best20b,13.841,0.053,Best20b,WISEA J143855.11-130910.8,219.7296304,-13.1530138,219.7296339,-13.1530143,13.304,0.025,12.973,0.028,12.000,0.286,8.951,0.472,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,31,3,Smar18,147.4,0.8,-42.3,0.9,Smar18,30.65,3.06,Smar18,147.37,0.79,-42.26,0.88,153.31,0.80,106.00,0.33,Smar18,NaN,NaN,NaN,NaN,NaN,NaN,null,O,219.7298480,-13.1530862,219.7298479,-13.1530862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6323293059262371584,144.4,2.4,-45.6,2.7,Best18,null,null,null,null,N,L3:,Kirk00,L3:,Maro13,13,13,13,13,32,3,13.0,12.73,35.68,5.34,12.51,38.44,6.28,11.35,31.84,5.05,11.07,35.89,5.03,10.47,31.67,3.81,32,3,29,dist_plx_formula,Bard14 find near-IR spectral type L3.1. Target for PARSEC program (Andr11).,2MASSW J1438549-130910,219.7291,-13.1529,2003yCat.2246....0C,161.00,22.00,-17.00,16.00,2008MNRAS.384.1399J,NaN,NaN,null,2MASS J14385498-1309103|2MASSW J1438549-130910|WISEP J143855.11-130910.8|WISE J143855.11-130910.8|EQ J1438-1309|Gaia DR2 6323293059262371584,2000AJ....120..447K,NaN,NaN,null,null,141.07,4.16,-45.24,4.38,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),USCO,0.00,pm+trig-plx,219.7307,-13.1533,DR2; Smar18
2MASSW J1439284+192915,Kirk99a,null,null,N,N,N,N,NaN,Y,219.8634,19.4889,AllWISE,PSO J219.8634+19.4888,NaN,NaN,219.8635,19.4889,55342.78,Magn20,21.74,0.01,2,C,Cham16,19.52,0.06,2,C,Cham16,17.13,0.01,2,C,Cham16,15.63,0.01,5,C,Cham16,14.68,0.00,3,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J14392836+1929149,219.868204,19.487495,1997-06-10,12.759,0.019,Cutr03,12.041,0.022,Cutr03,11.546,0.022,Cutr03,000,null,13.670,0.020,Legg02a,12.660,0.030,Legg02a,12.050,0.030,Legg02a,11.470,0.030,Legg02a,WISEA J143927.21+192919.9,219.8633990,19.4888883,219.8634115,19.4888845,11.200,0.023,10.955,0.021,10.523,0.057,9.450,NaN,Cutr13,d000,1,0,NaN,NaN,NaN,NaN,null,69.8,0.4,Dahn17,-1230.2,0.7,404.5,2.2,Dahn17,69.77,0.44,Dahn17,-1230.21,0.73,404.47,2.15,1295.00,0.20,288.20,0.10,Dahn17,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-1233.8,2.0,382.2,1.5,Best18,null,null,null,null,N,L1,Kirk99a,null,null,11,NaN,11,11,14.33,0.08,11.0,11.95,14.50,2.54,11.78,15.01,2.22,10.72,14.64,2.50,10.55,15.25,2.05,10.05,15.16,2.52,14.33,0.08,14.25,dist_plx_formula,null,2MASS J14392836+1929149,219.8682,19.4875,2003yCat.2246....0C,-1236.00,57.00,402.00,19.00,2007AJ....133.2258S,69.60,0.50,2012ApJ...752...56F,2MASS J14392836+1929149|2MASP J1439284+192915|2MASSW J1439284+192915|2MASSW J1439283+192915|2MUCD 20581|WISEA J143927.21+192919.9|WISE J143927.23+192919.9,1999ApJ...521..613R,-26.74,0.09,2010ApJ...723..684B,rv_simbad,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),CARN,0.00,pm+trig-plx+rv,219.8558,19.4912,AllWISE; Dahn17
SSSPM J1444-2019,Scho04c,subd,Scho04c,N,N,N,N,NaN,N,221.0758,-20.3294,AllWISE,PSO J221.0731-20.3310,NaN,NaN,221.0731,-20.3311,56462.96,Magn20,NaN,NaN,NaN,null,null,19.31,0.03,9,R,Cham16,16.09,0.05,12,R,Best18,NaN,NaN,NaN,null,null,14.06,0.02,8,R,Best18,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J14442067-2019222,NaN,NaN,null,12.546,0.026,Cutr03,12.142,0.026,Cutr03,11.933,0.026,Cutr03,000,null,13.326,0.058,Best20b,12.560,0.030,Fahe12,12.140,0.030,Fahe12,11.930,0.030,Fahe12,WISEA J144418.19-201945.6,221.0758109,-20.3293535,221.0756055,-20.3294659,11.471,0.023,11.211,0.022,11.061,0.108,8.788,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,57.8,0.6,Dahn17,-2905.4,0.9,-1963.6,2.1,Best18,57.80,0.56,Dahn17,-2931.68,3.34,-1911.14,5.11,3499.60,0.30,236.90,0.10,Dahn17,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-2905.4,0.9,-1963.6,2.1,Best18,null,null,null,null,N,d/sdM9,Burg07a,d/sdM7,Bard14,-9,-7,-9,9,17.3,0.18,9.0,11.31,17.69,3.10,11.31,17.82,2.64,10.09,23.37,3.99,10.19,22.27,2.99,9.60,21.03,3.49,17.3,0.18,17.12,dist_plx_formula,null,SSSPM J1444-2019,221.0861,-20.3229,2003yCat.2246....0C,-2905.10,3.40,-1953.90,3.40,2012ApJ...752...56F,61.20,5.10,2012ApJ...752...56F,2MASS J14442067-2019222|SSSPM J1444-2019|WISEA J144418.19-201945.6|Gaia DR2 6281432246412144384,2004A&A...428L..25S,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),118TAU,0.00,pm+trig-plx,221.0579,-20.3407,AllWISE; Best18
SDSSp J144600.60+002452.0,Geba02,null,null,N,N,N,N,NaN,Y,221.5033,0.4141,DR2,PSO J221.5031+00.4141,221.5025,0.4144,221.5031,0.4142,56071.19,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.76,0.02,20,C,Cham16,18.95,0.01,12,C,Cham16,17.89,0.02,11,C,Cham16,NaN,NaN,21.018,0.032,NaN,NaN,2MASS J14460061+0024519,221.502565,0.414435,2000-04-07,15.894,0.082,Cutr03,14.514,0.053,Cutr03,13.935,0.053,Cutr03,000,ULAS J144600.70+002451.4,16.895,0.014,Lawr12,15.584,0.007,Lawr12,14.657,0.005,Lawr12,13.921,0.005,Lawr12,WISEA J144600.73+002451.2,221.5030450,0.4142302,221.5030459,0.4142298,13.271,0.024,12.942,0.027,12.358,0.381,9.183,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,45,3,Vrba04,180.2,2.8,-66.9,2.6,Best18,45.46,3.25,Vrba04,179.60,6.70,-65.58,4.07,191.20,7.00,110.06,1.05,Vrba04,NaN,NaN,NaN,NaN,NaN,NaN,null,O,221.5033027,0.4141294,221.5033027,0.4141294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3651567970855417088,180.2,2.8,-66.9,2.6,Best18,null,null,null,null,N,L6,Hawl02,L5,Knap04,16,15,16,16,22.2,1.5,16.0,13.94,24.62,3.75,13.81,22.61,3.64,12.17,22.55,3.57,12.08,23.40,3.23,11.03,24.16,2.91,22.2,1.5,20.7,dist_plx_formula,Bard14 find near-IR spectral type L4.2.,2MASS J14460061+0024519,221.5026,0.4144,2003yCat.2246....0C,202.90,10.90,-100.40,10.80,2012ApJ...752...56F,46.70,14.60,2012ApJ...752...56F,2MASS J14460061+0024519|BRLT 258|SDSS J144600.59+002451.9|SDSS J144600.60+002452.0|ULAS J144600.70+002451.4|WISEA J144600.73+002451.2|WISEP J144600.73+002451.2|WISE J144600.73+002451.2|Gaia DR2 3651567970855417088,2002ApJ...564..466G,NaN,NaN,null,null,190.77,5.34,-57.25,5.02,Magn20,ULAS,221.5029,0.4143,54601.85,NaN,NaN,16.895,0.014,15.580,0.007,14.657,0.005,13.921,0.005,FIELD (99.9%),USCO,0.00,pm+trig-plx,221.5043,0.4137,DR2; Best18
WISE J144806.48-253420.3,Thom13,null,null,N,N,N,N,NaN,Y,222.0270,-25.5724,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,18.900,0.020,Best20a,18.910,0.120,Kirk19,NaN,NaN,null,WISEA J144806.48-253420.5,222.0270365,-25.5723620,222.0270146,-25.5723731,18.086,0.345,14.958,0.090,12.535,NaN,8.447,NaN,Cutr13,0000,1,0,17.20,0.06,15.09,0.02,Thom13,52.5,2.5,Kirk19,142.5,1.4,-741.6,1.4,Kirk19,52.50,2.50,Kirk19,142.50,1.40,-741.60,1.40,755.17,1.40,169.12,0.11,Kirk19,47.7,3.4,124.8,3.1,-738.5,3.0,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8,Thom13,NaN,28,28,28,19,0.9,28.0,NaN,NaN,NaN,16.38,31.88,6.32,NaN,NaN,NaN,NaN,NaN,NaN,13.43,20.23,1.96,19,0.9,18.1,dist_plx_formula,null,WISE J144806.48-253420.3,222.0270,-25.5723,2013PASP..125..809T,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISE J144806.48-253420.3,2013PASP..125..809T,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),TAU,0.00,pm+trig-plx,222.0280,-25.5767,AllWISE; Kirk19
WISEPC J145715.03+581510.2,Kirk11,null,null,N,N,N,N,NaN,Y,224.3126,58.2528,AllWISE,PSO J224.3119+58.2527,NaN,NaN,224.3119,58.2527,56173.36,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,19.73,0.09,3,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASSA J14571568+5815114,NaN,NaN,null,16.825,0.169,Skru06,16.638,0.287,Skru06,16.704,NaN,Skru06,null,null,17.812,0.055,Best20b,16.790,0.020,Best20a,17.139,0.056,Best20b,17.208,0.064,Best20b,WISEA J145715.01+581510.1,224.3125628,58.2528256,224.3125822,58.2528340,16.661,0.059,14.417,0.037,13.068,0.505,9.523,NaN,Cutr13,0000,1,0,15.85,0.03,14.44,0.02,Kirk19,55,2.3,Kirk19,-498,1.1,-63.4,0.6,Kirk19,55.00,2.30,Kirk19,-497.99,1.10,-63.35,0.63,502.00,1.10,262.75,0.07,Kirk19,46.8,5.8,-488.5,5.0,-65.8,4.9,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-536.4,115.7,-80.2,17.4,Best18,null,null,null,null,N,T8,Kirk11,T7,Kirk11,28,27,27,27,18.2,0.8,27.0,15.63,17.35,3.47,15.39,19.09,3.78,15.71,15.82,NaN,15.90,18.30,4.50,13.12,18.15,1.62,18.2,0.8,17.4,dist_plx_formula,Photometry from 2MASS Reject Table.,WISE J145715.03+581510.2,224.3127,58.2529,2012yCat.2311....0C,-505.00,21.00,-96.00,19.00,2011ApJS..197...19K,NaN,NaN,null,WISEP J145715.03+581510.2|WISE J145715.03+581510.2|EQ J1457+5815,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),ABDMG,0.00,pm+trig-plx,224.3071,58.2525,AllWISE; Kirk19
CFBDSIR J145829+101343,Delo10,null,null,N+N?,Y: Liu_11b,N,N,NaN,N,224.6225,10.2282,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J145829.33+101343.0,20.588,0.210,Lawr12,19.660,0.020,Delo10,20.120,0.130,Delo10,20.600,0.370,Delo10,WISEA J145829.39+101341.6,224.6224622,10.2282444,224.6224846,10.2282372,18.710,NaN,15.667,0.109,12.853,NaN,8.888,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,31.3,2.5,Dupu12,174,3,-380,3,Dupu12,31.30,2.50,Dupu12,174.30,3.00,-380.00,3.20,418.07,3.17,155.36,0.42,Dupu12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T9,Cush11,NaN,29,29,29,31.9,2.6,29.0,NaN,NaN,NaN,17.78,25.55,5.07,NaN,NaN,NaN,18.32,29.92,9.15,NaN,NaN,NaN,31.9,2.6,29.3,dist_plx_formula,MKO JHK photometry from CFHT.,NAME CFBDSIR 1458+1013A,224.6208,10.2286,null,174.01,1.08,-381.82,2.37,2012ApJS..201...19D,31.30,2.50,2012ApJS..201...19D,** LIM  5A|CFBDSIR J145829+101343A|NAME CFBDSIR 1458+1013A|WDS J14585+1024A,2011ApJ...740..108L,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,ULAS,224.6222,10.2286,54177.12,NaN,NaN,20.588,0.210,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),USCO,0.00,pm+trig-plx,224.6235,10.2260,AllWISE; Dupu12
WISE J150115.92-400418.4,Tinn18,null,null,N,N,N,N,NaN,N,225.3163,-40.0717,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,16.530,0.040,Tinn18,16.380,0.040,Kirk19,NaN,NaN,null,WISEA J150115.92-400418.2,225.3163471,-40.0717298,225.3164094,-40.0717382,16.091,0.060,14.233,0.043,12.543,NaN,8.845,NaN,Cutr13,hh00,1,0,15.28,0.02,14.13,0.02,Kirk19,70,4,Kirk19,370.2,2.3,-337.3,2.2,Kirk19,69.50,4.00,Kirk19,370.20,2.30,-337.30,2.20,500.82,2.25,132.34,0.26,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T6,Tinn18,NaN,26,26,26,14.3,0.8,26.0,NaN,NaN,NaN,14.75,22.70,4.51,NaN,NaN,NaN,NaN,NaN,NaN,12.85,18.88,1.69,14.3,0.8,13.5,dist_plx_formula,null,WISE J150115.92-400418.4,225.3163,-40.0718,2012ApJ...759...60T,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISE J150115.92-400418.4,2012ApJ...759...60T,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),TAU,0.00,pm+trig-plx,225.3191,-40.0737,AllWISE; Kirk19
SDSS J150411.63+102718.4,Chiu06,over-L,Dupu12,N,N,N,N,NaN,Y,226.0480,10.4554,PS1,PSO J226.0495+10.4540,226.0480,10.4554,226.0495,10.4540,56477.40,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.02,0.04,6,C,Cham16,19.38,0.02,7,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASSA J15041155+1027195,NaN,NaN,null,17.032,0.231,Skru06,16.909,NaN,Skru06,17.023,NaN,Skru06,null,ULAS J150411.72+102716.9,17.631,0.021,Lawr12,16.506,0.011,Lawr12,16.992,0.046,Lawr12,17.119,0.078,Lawr12,WISEA J150411.81+102715.4,226.0492241,10.4542839,226.0492344,10.4542796,16.215,0.055,14.063,0.039,12.603,0.411,9.407,NaN,Cutr13,000d,1,0,15.50,0.03,14.06,0.02,Kirk19,46.1,1.5,Dupu12,373.6,1.9,-369.2,2.1,Dupu12,46.10,1.50,Dupu12,373.60,1.90,-369.20,2.10,525.25,2.00,134.66,0.22,Dupu12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,389.8,16.3,-355.8,12.9,Best18,null,null,null,null,N,null,null,T7,Chiu06,NaN,27,27,27,21.7,0.7,27.0,15.63,19.08,4.06,15.39,16.75,3.32,15.71,18.33,NaN,15.90,17.56,4.33,13.12,15.42,1.38,21.7,0.7,21,dist_plx_formula,PS1 photometry may be contaminated by a nearby galaxy. Target for NPARSEC program (Smar13).,CFBDS J150411+102717,226.0489,10.4547,2013yCat.2319....0L,373.80,7.90,-322.50,7.70,2012ApJ...752...56F,52.50,7.10,2012ApJ...752...56F,CFBDS J150411+102717|SDSS J150411.63+102718.4|SDSS J150411.63+102718.3|ULAS J150411.72+102716.9|WISEP J150411.81+102717.4|WISE J150411.80+102715.6,2006AJ....131.2722C,NaN,NaN,null,null,390.23,38.75,-363.50,36.47,Magn20,ULAS,226.0489,10.4547,54185.00,NaN,NaN,17.631,0.021,16.506,0.011,16.992,0.046,17.119,0.078,FIELD (99.9%),TAU,0.00,pm+trig-plx,226.0502,10.4533,PS1; Dupu12
SDSS J151114.66+060742.9,Chiu06,specblend;over-L,Burg10a;Fahe12,N+N,Y: Bard15,N,N,NaN,N,227.8110,6.1287,PS1,PSO J227.8102+06.1279,227.8110,6.1287,227.8103,6.1279,55559.94,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.62,0.06,8,R,Best18,19.75,0.04,8,C,Cham16,18.47,0.02,8,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J15111466+0607431,227.811095,6.128657,2000-04-09,16.016,0.079,Cutr03,14.955,0.100,Cutr03,14.544,0.100,Cutr03,000,ULAS J151114.51+060741.1,17.220,0.016,Lawr12,15.878,0.009,Lawr12,15.183,0.007,Lawr12,14.440,0.008,Lawr12,WISEA J151114.47+060740.6,227.8103304,6.1279646,227.8102994,6.1279487,13.674,0.025,13.216,0.031,12.834,0.510,9.271,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,37,6,Fahe12,-280,5,-248,5,Best18,36.70,6.40,Fahe12,-255.60,7.10,-238.00,7.50,349.25,7.29,227.04,1.20,Fahe12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-279.6,4.8,-247.5,5.0,Best18,null,null,null,null,N,null,null,T2,Albe11,NaN,22,22,22,27,4,15.0,13.56,NaN,NaN,13.40,41.94,6.86,11.92,35.38,5.77,11.73,NaN,NaN,NaN,NaN,NaN,27,4,23,dist_plx_formula,aka CFBDS J151114+060742 (Albe11). Target for NPARSEC program (Smar13).,SDSS J151114.65+060742.9,227.8111,6.1287,2003yCat.2246....0C,-255.60,7.10,-238.00,7.50,2012ApJ...752...56F,36.70,6.40,2012ApJ...752...56F,2MASS J15111466+0607431|BRLT 275|CFBDS J151114+060742|SDSS J151114.66+060742.9|SDSS J151114.65+060742.9|ULAS J151114.51+060741.1|WISEA J151114.47+060740.6|WISEP J151114.49+060740.9|WISE J151114.48+060740.7,2006AJ....131.2722C,NaN,NaN,null,null,-236.18,37.27,-250.07,30.56,Magn20,ULAS,227.8104,6.1280,54895.52,227.8111,6.1286,17.220,0.016,15.877,0.008,15.183,0.007,14.440,0.008,FIELD (99.9%),ABDMG,0.00,pm+trig-plx,227.8094,6.1273,PS1; Best18
