source,reason
SDSS_J010923.98-002808.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J010936.32-002325.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J010943.67+005353.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J010951.95-000643.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J010959.51+010608.5,No unique match
SDSS_J011010.66-005649.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011023.75-001344.6,No unique match
SDSS_J011024.95+003312.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011026.88+001849.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011029.98-094938.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011031.04+003248.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011051.95-001110.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011054.12+005227.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011107.07-005848.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011116.55-003050.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011116.69-001608.0,No unique match
SDSS_J011117.76+003734.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011117.98-005829.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011119.40-011050.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011124.06-010138.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011129.20-000511.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011129.34+004002.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011130.50-003325.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011136.16+010641.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011136.43+005641.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011147.38+001835.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011149.06+005810.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011153.55+000836.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011203.05+001948.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011207.82+003833.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011214.98+003454.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011215.05-004749.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011237.92-011140.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011254.08-011243.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011304.49+004947.4,No unique match
SDSS_J011304.76-002354.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011307.60-005234.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011330.46-010841.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011337.42-003640.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011340.94-011123.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011347.75-002641.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011349.18-002245.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011401.04-003226.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011426.59-001646.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011427.64-001109.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011432.04+005645.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011438.18+004457.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011448.78-005010.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011449.10-010939.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011455.64-005035.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011503.09-010444.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011504.29+000611.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011512.67-004240.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011515.30+005529.5,No unique match
SDSS_J011521.60-010152.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011540.78+010439.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011603.13-002447.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011605.73-002356.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011612.08-010115.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011613.57-010930.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011616.66-000135.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011618.25+005706.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011634.92-002310.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011635.47+000827.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011639.03+005937.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011639.61+140613.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011641.07-005023.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011657.13+004344.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011701.82+002926.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011703.54+011116.4,No unique match
SDSS_J011715.16-005909.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011719.34+005338.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011727.99-011312.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011740.96+002115.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011743.94-000509.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011746.53-000105.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011802.24-002913.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011859.05+132549.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011918.60+004358.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J011927.14+005240.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012030.59+004658.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012036.39-091058.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012101.22-000637.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012115.59+002958.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012154.68+003236.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012200.32-002744.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012207.27+003235.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012220.22-005103.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012227.39-001206.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012231.60-003803.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012248.09-002303.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012257.02-004452.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012257.91+010815.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012303.91+000724.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012307.38-000856.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012336.33-004719.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012349.82-002432.4,No unique match
SDSS_J012400.55+005300.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012401.51+005241.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012412.57+003425.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012417.16-005900.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012453.61+001415.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012456.61+002257.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012511.32-002653.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012537.85+002725.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012555.92-000944.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012600.57+001920.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012609.52-011259.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012634.94-001650.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012636.52-004026.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012640.96+003559.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012716.30-005803.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012727.06+003539.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012737.57-000704.7,No unique match
SDSS_J012751.44+001633.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012805.01-002433.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012809.81-000532.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012811.09-004055.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012816.31+010109.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012836.95-003853.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012852.16+000710.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012855.42-011247.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012859.52+000808.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012906.65-002336.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012915.32+002338.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012919.19+001522.5,No unique match
SDSS_J012922.49-001809.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J012955.03-002448.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013007.43+004517.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013014.09+000006.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013028.32-004543.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013058.86+004519.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013101.27-002510.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013101.63-003903.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013114.94+001956.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013125.81-002542.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013130.39-001532.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013142.29-010250.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013148.17+010011.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013155.88-000844.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013208.69+001048.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013232.59+000139.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013235.63+005614.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013431.04+005812.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013431.14-000944.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013526.80-001433.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013545.60+003410.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013605.88-010747.7,No unique match
SDSS_J013608.64+004818.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013612.21-000424.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013614.57-003529.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013620.44+002909.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013629.15-011150.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013634.58+010838.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013642.75+003030.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013644.38-000421.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013703.44+001749.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013719.37+003612.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013724.34-001245.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013731.39+004809.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013802.69+010917.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013802.71+002639.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013811.99+000255.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013812.98-002832.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013813.75+003325.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013925.05+000917.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J013951.91+005258.4,No unique match
SDSS_J014004.14+003741.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014004.56+003200.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014005.59-010450.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014011.83+004554.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014024.05-005250.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014035.18+004020.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014052.10-005325.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014053.94-003500.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014055.69-010013.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014059.08+000557.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J014106.74-011122.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
