name,ra_j2000_formula,dec_j2000_formula,identifiers_simbad
VHS J125804.89-441232.4,194.5199,-44.2087,VHS J125804.89-441232.4|WISEA J125804.91-441232.6|WISEP J125804.91-441232.4|WISE J125804.90-441232.5
ULAS J125835.97+030736.1,194.6500,3.1251,ULAS J125835.97+030736.1|ULAS J125835.97+030736.0
ULAS J125939.44+293322.4,194.9147,29.5564,ULAS J125939.44+293322.4
2MASS J12594167+1001380,194.9237,10.0274,2MASS J12594217+1001407|LSPM J1259+1001|TIC 422277080|USNO-B1.0 1000-00214762|Gaia DR2 3734451596899500928|Gaia DR3 3734451596899500928
Ross 458C,195.1755,12.3541,SDSS J130041.93+122114.7|** GDM    1C|GJ   494 C|Ross  458C|SDSS J130041.93+122114.6|ULAS J130041.72+122114.7|ULAS J130041.73+122114.7|ULAS J130041.74+122114.7|WDS J13008+1223C|WISEP J130041.65+122114.6|HIDDEN NAME HIP 63510C
2MASSW J1300425+191235,195.1771,19.2096,2MASS J13004255+1912354|2MASSI J1300425+191235|2MASSW J1300426+191235|2MASSW J1300425+191235|2MUCD 11115|TIC 149565536|V* MN Com|WISEA J130041.89+191221.1|[B2006] J130042.5+191235|Gaia DR3 3941342198772052352|Gaia DR2 3941342198772052352
HIP 63506C,195.2108,42.2464,2MASS J13005061+4214473|TIC 136952290|WISEA J130050.21+421447.5|Gaia DR2 1527731931750806016|Gaia DR3 1527731931750806016
WISE J130141.62-030212.9,195.4228,-3.0357,WISEA J130141.63-030212.9|WISE J130141.62-030212.9|EQ J1301-0302
SDSS J130148.19+584104.1,195.4509,58.6845,2MASS J13014817+5841043|SDSS J130148.19+584104.1|TIC 284679101|Gaia DR2 1578634642898321664|Gaia DR3 1578634647193352832
2MASS J13015465-1510223,195.4778,-15.1729,2MASS J13015465-1510223|DENIS J130154.6-151022|TIC 1670643|WISEP J130154.60-151023.0|Gaia DR2 3524663541367962624|Gaia DR3 3524663541367962624
ULAS J130154.79+064747.9,195.4780,6.7966,ULAS J130154.79+064747.9
ULAS J130217.21+130851.2,195.5727,13.1476,ULAS J130217.21+130851.2|ULAS J130217.20+130851.1|WISEA J130217.07+130851.1|WISEP J130217.09+130850.7|WISE J130217.08+130851.0
ULAS J130227.54+143428.0,195.6151,14.5735,ULAS J130227.54+143428.0
SDSS J130234.71+512600.9,195.6444,51.4337,2MASS J13023465+5126012|SDSS J130234.70+512600.8|SDSS J130234.71+512600.8|SDSS J130234.71+512600.9|TIC 198102346|Gaia DR2 1557544674141786624|Gaia DR3 1557544674141786624
2MASS J13023811+5650212,195.6588,56.8392,2MASS J13023811+5650212|TIC 284679843
2MASS J13023897+0351410,195.6624,3.8614,2MASS J13023897+0351410|SDSS J130238.98+035141.0|TIC 411252645|Gaia DR2 3704784535502858240|Gaia DR3 3704784535502858240
SDSS J130250.94+564037.8,195.7126,56.6772,2MASS J13025102+5640381|SDSS J130250.93+564037.9|TIC 155856722
ULAS J130303.54+001627.7,195.7654,0.2742,ULAS J130303.54+001627.7
SDSS J130317.69+181522.0,195.8239,18.2561,2MASS J13031775+1815219|SDSS J130317.69+181522.0|TIC 149576534|Gaia DR3 3938213572794542976
SDSS J130433.16+090706.9,196.1383,9.1186,2MASS J13043318+0907070|SDSS J130433.16+090706.9|TIC 422328765|ULAS J130433.13+090707.1|Gaia DR2 3734192764989221248|Gaia DR3 3734192764989221248
ULAS J130435.66+154252.6,196.1487,15.7145,BRLT 197|ULAS J130435.66+154252.6
ULAS J130444.26+310112.3,196.1845,31.0201,ULAS J130444.26+310112.3
WISP 130525.51-253828.8,196.3563,-25.6413,WISP J1305-2538
Kelu-1,196.4174,-25.6849,2MASS J13054019-2541059|** LIM    1|CE 298|DENIS J130540.2-254105|2MASSI J1305401-254106|2MUCD 11122|NAME Kelu -1|NAME Kelu 1|NAME Kelu-1|TIC 229255770|USNO-B1.0 0643-00289873|V* V421 Hya|WDS J13057-2541AB|WISEA J130539.92-254106.2|WISEP J130539.94-254106.1|WISE J130539.93-254106.1|[B2006] J130540.1-254110|Gaia DR2 6187779556809793024|Gaia DR3 6187779556809793024
Cha 130540-773958,196.4200,-77.6662,NAME Cha J1305-7739|SSTc2d J130540.8-773958|WISEA J130540.52-773958.2|WISE J130540.59-773958.2|[AKC2006]  5|[ASC2008] 45
2MASSI J1305410+204639,196.4211,20.7776,2MASS J13054106+2046394|GJ   499 C|2MASSI J1305410+204639|SDSS J130541.04+204639.8|TIC 157201537|WISEA J130541.02+204640.4|Gaia DR2 3943239882828182784|Gaia DR3 3943239882828182784
2MASS J13061727+3820296,196.5720,38.3416,2MASS J13061727+3820296|SDSS J130617.23+382029.6|TIC 459801788|Gaia DR2 1522768049067813504|Gaia DR3 1522768049067813504
ULAS J130716.63+332523.8,196.8205,33.4246,ULAS J130716.63+332523.8
WISEA J130729.56-055815.4,196.8743,-5.9708,2MASS J13072984-0558146|SIMP J1307298-055814|TIC 134909905|WISEA J130729.56-055815.4|WISE J130729.57-055815.3
2MASS J13080663-4925505,197.0275,-49.4307,2MASS J13080663-4925505|TIC 244949300|WISEA J130805.95-492551.4|WISE J130805.97-492551.3|Gaia DR2 6084935980798328832|Gaia DR3 6084935980798328832
2MASS J13081228+6103486,197.0512,61.0635,2MASS J13081228+6103486|SDSS J130812.28+610348.8|SDSS J130812.27+610348.8|TIC 142384648|WISEA J130812.21+610348.7|WISE J130812.23+610348.8
2MASS J13082507+0725512,197.1045,7.4309,2MASS J13082507+0725512|TIC 422347433|WISEA J130825.24+072546.6|Gaia DR2 3730679138144442496|Gaia DR3 3730679138144442496
SDSS J130831.01+081852.3,197.1295,8.3144,2MASS J13083106+0818522|SDSS J130831.02+081852.3|SDSS J130831.02+081852.4|SIMP J1308310+081852|TIC 422347293|ULAS2MASS J1308+0818|ULAS J130830.96+081852.5|WISEA J130830.88+081852.7|WISE J130830.90+081852.7|Gaia DR3 3730898765591180672|Gaia DR2 3730898765591180672
CE 303,197.3411,-23.5099,2MASS J13092185-2330350|CE 303|2MASP J1309219-233035|2MASSI J1309218-233035|2MUCD 11127|SIPS J1309-2330|TIC 415839928|USNO-B1.0 0664-00280262|WISEA J130921.87-233039.7|Gaia DR2 3504014060164255104|Gaia DR3 3504014060164255104
SDSS J131002.89+055404.3,197.5120,5.9012,2MASS J13100288+0554042|SDSS J131002.88+055404.2|SDSS J131002.89+055404.3|TIC 381735363|Gaia DR2 3729155588690513408|Gaia DR3 3729155588690513408
WISEPC J131106.24+012252.4,197.7752,1.3839,WISEA J131106.21+012253.9|WISEP J131106.24+012252.4|WISE J131106.20+012254.3|EQ J1311+0122
ULAS J131106.96-013742.3,197.7789,-1.6284,BRLT 198|ULAS J131106.96-013742.3
SDSS J131113.82+240105.0,197.8078,24.0181,2MASS J13111387+2401056|SDSS J131113.82+240105.0|TIC 219030635|ULAS J131113.77+240105.0|WISEA J131113.75+240104.9|WISE J131113.77+240105.0|Gaia DR2 1446873537406660608
2MASS J13113921+8032219,197.9136,80.5394,2MASS J13113921+8032219|** CLO    7|LSPM J1311+8032|2MASSI J1311391+803222|2MASSW J1311391+803222|TIC 445854151|USNO-B1.0 1705-00043700|WDS J13117+8032AB|WISEA J131140.15+803219.8|Gaia DR2 1718605226188014720|Gaia DR3 1718605226188014720
WISEP J131141.91+362925.2,197.9259,36.4899,2MASS J13114227+3629235|SDSS J131142.11+362923.9|SDSS J131142.12+362923.9|TIC 180606505|WISEP J131141.91+362925.2|WISE J131141.92+362924.7|EQ J1311+3629|Gaia DR3 1474322432877236480|Gaia DR2 1474322432877236480
2MASS J13120707+3937445,198.0294,39.6290,2MASSI J1312070+393744|2MASS J13120707+3937445|2MUCD 11130|SDSS J131207.01+393744.5|SDSS J131207.02+393744.6|TIC 180571699|WISEA J131206.95+393744.5|WISE J131206.96+393744.5|Gaia DR2 1523301243487900544
WISEA J131211.10-761740.9,198.0488,-76.2932,2MASS J13121165-7617357|TIC 394096252|WISEA J131211.06-761741.0|WISE J131211.10-761740.9
HD 114762B,198.0827,17.5179,HD 114762B
SDSS J131221.79+290935.0,198.0905,29.1599,2MASS J13122172+2909354|SDSS J131221.79+290935.0|TIC 445071749|ULAS J131221.88+290934.3|WISEA J131221.88+290934.2|Gaia DR2 1462623216840483328|Gaia DR3 1462623216840483328
SDSS J131223.12+493126.2,198.0964,49.5240,2MASS J13122313+4931263|SDSS J131223.12+493126.3|SDSS J131223.12+493126.2|TIC 154221828|Gaia DR2 1556314080113737856|Gaia DR3 1556314080113737856
ULAS J131304.03+225919.7,198.2659,22.9889,ULAS J131304.03+225919.7
ULAS J131307.47+123540.7,198.2814,12.5952,BRLT 202|ULAS J131307.47+123540.7
ULAS J131313.57+265433.8,198.3061,26.9091,ULAS J131313.57+265433.8
SDSSp J131415.52-000848.1,198.5647,-0.1467,2MASS J13141551-0008480|SDSS J131415.52-000848.1|TIC 257787536|ULAS J131415.51-000847.4|ULAS J131415.51-000847.5|WISEA J131415.52-000847.1|WISE J131415.53-000847.0
LSPM J1314+1320,198.5848,13.3335,UCAC4 517-054686|** LAW    2|AP J13142039+1320011|Karmn J13143+133AB|LP  497-33|LSPM J1314+1320|2MASS J13142039+1320011|NLTT 33370|PM J13143+1320|TIC 282783165|USNO-B1.0 1033-00224750|WDS J13143+1320AB|WISEA J131420.17+131958.9|WISE J131420.18+131959.0|Gaia DR3 3742871034173807488|Gaia DR2 3742871034173807488
SDSS J131448.64+240532.1,198.7027,24.0922,2MASS J13144863+2405320|SDSS J131448.64+240532.0|TIC 359188991
ULAS J131508.42+082627.4,198.7855,8.4414,ULAS J131508.42+082627.4|ULAS J131508.41+082627.3
2MASSI J1315309-264951,198.8786,-26.8311,2MASS J13153094-2649513|** BUG   14|DENIS J131531.0-264951|2MASSI J1315309-264951|TIC 229893103|WDS J13155-2650AB|WISEA J131530.32-264954.8|WISEP J131530.35-264954.6|WISE J131530.33-264954.7|Gaia DR2 6186534394250282752|Gaia DR3 6186534394250282752
SDSS J131543.68+233458.0,198.9325,23.5828,2MASS J13154379+2334578|SDSS J131543.68+233458.0|TIC 409368409|ULAS J131543.56+233458.0|WISEA J131543.55+233458.0|WISE J131543.57+233458.0|Gaia DR3 1446050690392054016|Gaia DR2 1446050690392054016
SDSS J131545.55+245407.3,198.9399,24.9020,2MASS J13154557+2454072|SDSS J131545.55+245407.3|TIC 459803231|ULAS J131545.52+245407.3|Gaia DR2 1447035882875220736|Gaia DR3 1447035882875220736
ULAS J131610.28+075553.0,199.0419,7.9312,ULAS J131610.28+075553.0
ULAS J131610.13+031205.5,199.0426,3.2016,BRLT 203|ULAS J131610.13+031205.5
SDSS J131614.35+213329.9,199.0599,21.5583,2MASS J13161436+2133298|SDSS J131614.35+213329.9|TIC 424733197
ULAS J131615.93+331306.8,199.0668,33.2194,ULAS J131615.93+331306.8|ULAS J131615.92+331306.7
GJ 504 B,199.1938,9.4242,* e Vir b|GJ   504 b
ULAS J131705.66+091016.9,199.2737,9.1717,SDSS J131705.65+091016.9|SDSS J131705.65+091016.6|ULAS J131705.66+091016.9|Gaia DR3 3731757449812679680|Gaia DR2 3731757449812679680
WISE J131833.98-175826.5,199.6432,-17.9741,WISEA J131833.96-175826.3|WISE J131833.98-175826.5|EQ J1318-1758
SDSS J131839.06+213043.0,199.6629,21.5120,2MASS J13183912+2130428|SDSS J131839.06+213043.0|TIC 371859917
2MASS J13184794+1736117,199.6998,17.6032,2MASS J13184794+1736117|TIC 367676953
ULAS J131943.77+120900.2,199.9324,12.1519,ULAS J131943.77+120900.2
WISEPC J132004.16+603426.2,200.0212,60.5743,WISEA J132004.16+603426.1|WISEP J132004.16+603426.2|WISE J132004.16+603426.3|EQ J1320+6034
2MASS J13204159+0957506,200.1734,9.9641,2MASS J13204159+0957506|TIC 390726753|ULAS2MASS J1320+0957|WISEA J132041.42+095749.1|Gaia DR2 3732207661169873792|Gaia DR3 3732207661169873792
2MASS J13204427+0409045,200.1845,4.1513,2MASS J13204427+0409045|2MUCD 20475|TIC 393649311|ULAS J132043.97+040906.4|WISEA J132043.92+040906.7|Gaia DR2 3715937882671184128|Gaia DR3 3715937882671184128
ULAS J132048.12+102910.6,200.2004,10.4861,ULAS J132048.12+102910.6
ULAS J132125.90+073549.4,200.3554,7.5978,ULAS J132125.90+073549.4
WISEPA J132233.66-234017.1,200.6412,-23.6726,WISEA J132233.63-234017.0|WISEP J132233.67-234017.0|WISEP J132233.66-234017.1|WISE J132233.64-234016.8|EQ J1322-2340
DENIS-P J1323-1806,200.8999,-18.1105,2MASS J13233597-1806379|DENIS J1323.5-1806|DENIS J132335.9-180638|TIC 20546396|Gaia DR2 3507934197073671424|Gaia DR3 3507934197073671424
2MASS J13235206+3014340,200.9670,30.2427,2MASS J13235206+3014340|2MASSI J1323521+301433|2MUCD 11139|TIC 321416100|WISEA J132351.50+301435.5|Gaia DR2 1462421490816513280|Gaia DR3 1462421490816513280
PSO J201.0320+19.1072,201.0323,19.1075,2MASS J13240776+1906271|PSO J201.0320+19.1072|SDSS J132407.71+190626.5|SIMP J1324077+190627|TIC 450339501|WISEA J132407.67+190625.9|WISE J132407.68+190626.1
ULAS J132410.21+025040.6,201.0424,2.8448,BRLT 206|ULAS J132410.21+025040.6
HIP 65423B,201.1458,-55.9569,HD 116402B|HIDDEN NAME HIP 65423 B
2MASS J13243553+6358281,201.1479,63.9744,2MASS J13243553+6358281|SDSS J132435.53+635828.2|SDSS J132435.52+635828.3|TIC 355897403|WISEA J132434.93+635827.4|WISEP J132434.95+635827.5|WISE J132434.95+635827.5
HIP 65426 b,201.1504,-51.5045,HD 116434C|HIDDEN NAME HIP 65426b|HIDDEN NAME HIP 65426 b
SDSS J132511.10+051704.2,201.2962,5.2845,2MASS J13251108+0517041|SDSS J132511.09+051704.2|TIC 393716862|ULAS J132511.10+051703.4|Gaia DR2 3716508254328262528|Gaia DR3 3716508254328262528
HIP 65517B,201.4493,-48.2494,HD 116650|ASAS J132548-4815.0|CD-47  8296|CF 11002|CPD-47  6006|GEN# +1.00116650|GSC 08252-00634|HIC  65517|HIP  65517|2MASS J13254783-4814577|PPM 318473|1RXS J132548.2-481451|TIC 438775149|TYC 8252-634-1|uvby98 100116650|V* V966 Cen|[JVH94] NGC  5139 17|Gaia DR2 6083457996661174784|Gaia DR3 6083457996661174784
ULAS J132605.18+120009.9,201.5212,12.0027,ULAS J132605.18+120009.9|WISEA J132605.23+120010.3|WISE J132605.25+120010.2
2MASSW J1326201-272937,201.5836,-27.4936,2MASSW J1326201-272937|DENIS J132620.0-272936|DENIS J132620.1-272937|2MASS J13262009-2729370|2MUCD 20480|TIC 58466651|WISEA J132619.78-272937.3|WISEP J132619.81-272937.2|WISE J132619.80-272937.2
SDSSp J132629.82-003831.5,201.6242,-0.6421,2MASS J13262981-0038314|BRLT 207|2MASSI J1326298-003831|2MUCD 11143|SDSS J132629.81-003831.5|SDSS J132629.82-003831.5|TIC 115010753|ULAS J132629.65-003832.5|WISEA J132629.63-003832.7|WISEP J132629.66-003832.6|WISE J132629.64-003832.6
SDSS J132715.21+075937.5,201.8136,7.9938,2MASS J13271524+0759375|SDSS J132715.21+075937.5|TIC 404504230|ULAS J132715.13+075937.8|Gaia DR2 3719698865272751616|Gaia DR3 3719698865272751616
ULAS J132720.56+101138.5,201.8355,10.1942,BRLT 210|ULAS J132720.55+101138.5|ULAS J132720.56+101138.5
HIP 65706B,202.0872,30.0552,LP  323-115|** LDS 1390B|CCDM J13283+3003B|IDS 13238+3036 B|LSPM J1328+3003|2MASS J13282091+3003189|NLTT 34218|TIC 71595776|USNO-B1.0 1200-00211984|WDS J13284+3005B|Gaia DR2 1462178636186664320|Gaia DR3 1462178636186664320
PSO J202.1635-03.7660,202.1642,-3.7661,PSO J202.1635-03.7660|WISEA J132839.24-034558.2|WISE J132839.25-034558.2
2MASSW J1328550+211449,202.2293,21.2467,2MASS J13285503+2114486|2MASSW J1328550+211449|2MUCD 20481|SDSS J132855.13+211446.0|TIC 441698330|WISEA J132855.21+211443.7|WISE J132855.21+211443.9
2MASS J13290099-4147133,202.2542,-41.7871,2MASS J13290099-4147133|DENIS J132900.9-414713|2MASSW J1329019-414713|2MUCD 20482|SIPS J1329-4147|WISEA J132901.22-414716.4|WISE J132901.22-414716.3|Gaia DR3 6136908241874304640|Gaia DR2 6136908241874304640
SDSS J132926.03+531733.9,202.3581,53.2929,2MASS J13292602+5317344|SDSS J132926.03+531733.9|TIC 165470751
SDSS J132937.22+035729.6,202.4051,3.9582,2MASS J13293723+0357297|SDSS J132937.21+035729.6|SDSS J132937.22+035729.6|TIC 365088467|ULAS J132937.23+035729.6|Gaia DR2 3713102066090092416|Gaia DR3 3713102066090092416
2MASS J13300232-0453202,202.5096,-4.8890,2MASS J13300232-0453202|EPIC 212820594|2MASSI J1330023-045320|TIC 115081056|Gaia DR2 3632151106610215296|Gaia DR3 3632151106610215296
SDSS J133010.03+141113.3,202.5419,14.1871,2MASS J13301009+1411132|SDSS J133010.03+141113.3|TIC 95476983|WISEA J133009.96+141113.4|WISE J133009.97+141113.4
2MASS J13313310+3407583,202.8880,34.1328,2MASS J13313310+3407583|SDSS J133132.97+340757.5|TIC 321425366|ULAS J133132.80+340756.5|WISEA J133132.78+340756.3|Gaia DR2 1470080890679613696|Gaia DR3 1470080890679613696
SDSS J133148.92-011651.4,202.9538,-1.2809,2MASS J13314894-0116500|BRLT 212|EPIC 251809724|EPIC 251602069|SDSS J133148.92-011651.4|SDSS J133148.90-011651.4|SDSS J133148.88-011652.5|TIC 130711883|ULAS J133148.66-011700.6|WISEA J133148.63-011702.0|EQ J1331-0116|Gaia DR3 3638560954457699200
2MASS J13322442-0441126,203.1018,-4.6870,2MASS J13322442-0441126|EPIC 212826600|2MASSI J1332244-044112|2MUCD 11153|TIC 130713383|Gaia DR2 3633670498535888512|Gaia DR3 3633670498535888512
2MASSI J1332286+263508,203.1191,26.5855,2MASS J13322863+2635079|2MASSI J1332286+263508|SDSS J133228.52+263508.0|TIC 368142823|ULAS J133228.48+263508.4|ULAS J133228.48+263508.3|WISEA J133228.45+263508.3|WISE J133228.46+263508.4|Gaia DR2 1448376088765758080
G 255-34B,203.1886,74.9956,2MASS J13324530+7459441|** WIS  225B|TIC 298130826|WDS J13327+7500B|WISEA J133244.10+745944.8|WISE J133244.14+745944.8|Gaia DR3 1712614056046941824|Gaia DR2 1712614056046941824
SDSS J133257.73+325813.1,203.2406,32.9704,2MASS J13325777+3258135|SDSS J133257.73+325813.1|SDSS J133257.74+325813.1|TIC 321437086|ULAS J133257.72+325812.7|WISEA J133257.72+325812.5|WISE J133257.72+325812.6|Gaia DR3 1469127068637725952|Gaia DR2 1469127068637725952
WISEA J133300.03-160754.4,203.2511,-16.1314,WISEA J133300.03-160754.4|WISE J133300.05-160754.2
SDSS J133312.79+150956.6,203.3034,15.1658,2MASS J13331284+1509569|SDSS J133312.79+150956.5|TIC 95549353|Gaia DR2 3741883608307090560|Gaia DR3 3741883608307090560
SDSS J133345.36-021600.2,203.4391,-2.2667,2MASS J13334540-0215599|EPIC 251555071|SDSS J133345.36-021600.2|SIMP J1333454-021559|TIC 130718061|ULAS J133345.19-021601.1|WISEA J133345.19-021601.2|WISE J133345.19-021601.1|Gaia DR2 3637567472687103616|Gaia DR3 3637567472687103616
SDSS J133348.24+273508.8,203.4510,27.5858,2MASS J13334822+2735115|SDSS J133348.24+273508.9|SDSS J133348.24+273508.8|TIC 329070989|ULAS J133348.27+273505.5|WISEA J133348.24+273508.8
2MASSW J1334062+194034,203.5259,19.6765,2MASS J13340623+1940351|2MASSW J1334062+194034|SDSS J133406.17+194035.8|TIC 347390568|WISEP J133406.18+194036.4|Gaia DR2 1248973019345750272|Gaia DR3 1248973019345750272
2MASS J13341216-8226232,203.5505,-82.4397,2MASS J13341216-8226232|TIC 418429227|Gaia DR2 5771194186096748800|Gaia DR3 5771194186099508608
ULAS J133502.11+150653.5,203.7585,15.1161,ULAS J133502.11+150653.5|ULAS J133502.10+150653.5
SDSS J133506.46+431725.1,203.7771,43.2903,2MASS J13350647+4317245|SDSS J133506.47+431725.1|SDSS J133506.46+431725.1|TIC 288487304|WISEA J133506.36+431725.7|WISE J133506.36+431725.7|Gaia DR2 1501749372475279360
ULAS J133553.45+113005.2,203.9731,11.5020,ULAS J133553.45+113005.2|ULAS J133553.45+113005.1|WISEP J133553.41+113004.7
LSPM J1336+2541B,204.1043,25.6769,2MASS J13362502+2540368|TIC 417171979|ULAS J133624.88+254037.2|WISEA J133624.87+254037.0|WISE J133624.88+254037.0
2MASS J13364062+3743230,204.1691,37.7230,2MASSI J1336406+374323|2MASS J13364062+3743230|2MUCD 11156|SDSS J133640.53+374322.6|TIC 22845685|Gaia DR2 1475531925732254080|Gaia DR3 1475531925732254080
2MASS J13373116+4938367,204.3799,49.6435,2MASS J13373116+4938367|2MASSI J1337311+493836|2MUCD 11157|SDSS J133731.17+493836.8|TIC 219824279|Gaia DR2 1558581651047392512|Gaia DR3 1558581651047392512
WISE J133750.46+263648.6,204.4597,26.6142,2MASS J13375038+2636512|TIC 282810890|ULAS J133750.47+263648.7|ULAS J133750.47+263648.6|WISEA J133750.46+263648.4|WISE J133750.46+263648.6|EQ J1337+2636
2MASSW J1338261+414034,204.6089,41.6760,2MASS J13382615+4140342|2MASSI J1338261+414034|2MASSW J1338261+414034|TIC 22858543|Gaia DR2 1500998715270526592|Gaia DR3 1500998715270526592
ULAS J133828.69-014245.4,204.6194,-1.7118,ULAS J133828.69-014245.4
ULAS J133836.97-022910.7,204.6543,-2.4854,SDSS J133837.01-022908.4|ULAS J133836.97-022910.7|WISEA J133836.96-022911.0|WISE J133836.97-022910.8
2MASS J13384944+0437315,204.7060,4.6254,2MASS J13384944+0437315|SDSS J133849.45+043731.2|TIC 365204943|ULAS J133849.52+043729.2|Gaia DR2 3714514010818281728|Gaia DR3 3714514010818281728
2MASS J13392651-1755053,204.8605,-17.9183,2MASS J13392651-1755053|EPIC 229227257|EPIC 212287292|2MASSI J1339265-175505|TIC 203363338|Gaia DR2 6293616033542703104|Gaia DR3 6293616033542703104
ULAS J133933.64-005621.1,204.8901,-0.9395,ULAS J133933.64-005621.1|ULAS J133933.63-005621.0
ULAS J133943.79+010436.4,204.9334,1.0769,HD 118865B|ULAS J133943.79+010436.4|ULAS J133943.78+010436.4
PM I13410+0542B,205.2598,5.7135,2MASS J13410235+0542489|TIC 397102434
2MASS J13411160-3052505,205.2984,-30.8807,2MASS J13411160-3052505|SIPS J1341-3052|TIC 101967570|UCAC4 296-074741|WISEP J134111.63-305252.1|WISE J134111.62-305252.1|Gaia DR2 6174885824468076160|Gaia DR3 6174885824468076160
SDSS J134148.85+551046.2,205.4537,55.1794,2MASS J13414890+5510458|SDSS J134148.85+551046.2|TIC 141817501|Gaia DR2 1562271818226778624|Gaia DR3 1562271818226778624
SDSS J134203.11+134022.2,205.5129,13.6729,2MASS J13420311+1340222|SDSS J134203.11+134022.3|SDSS J134203.11+134022.2|TIC 81249100|ULAS J134203.10+134021.9|WISEA J134203.08+134021.9|WISEP J134203.12+134022.4|WISE J134203.09+134022.1
2MASSW J1342236+175156,205.5984,17.8655,2MASSW J1342236+175156|2MASS J13422362+1751558|SDSS J134223.57+175155.6|SDSS J134223.58+175155.7|TIC 81249787|WISEA J134223.52+175155.4|WISE J134223.54+175155.6|Gaia DR2 1247613885534485120
SDSS J134224.93+603731.4,205.6038,60.6254,2MASS J13422494+6037314|SDSS J134224.92+603731.5|SDSS J134224.93+603731.5|SDSS J134224.93+603731.4|TIC 298109713|WISEA J134224.92+603732.0|WISE J134224.91+603731.9
SDSS J134228.41-002705.7,205.6183,-0.4515,2MASS J13422841-0027055|SDSS J134228.40-002705.6|SDSS J134228.41-002705.7|SDSS J134228.41-002705.6|TIC 61110391|ULAS J134228.34-002705.2|Gaia DR2 3661915333050345728|Gaia DR3 3661915333050345728
WISEA J134310.44-121628.8,205.7945,-12.2739,2MASS J13431074-1216256|EPIC 212521662|SIMP J1343107-121625|TIC 290039334|WISEA J134310.42-121628.9|WISE J134310.44-121628.8
2MASSW J1343167+394508,205.8194,39.7525,2MASS J13431670+3945087|2MASSI J1343167+394508|2MASSW J1343167+394508|SDSS J134316.54+394509.2|TIC 22903292|WISEA J134316.31+394509.9|WISE J134316.32+394510.0
SDSS J134322.51-030100.2,205.8438,-3.0170,2MASS J13432249-0301002|EPIC 212873911|SDSS J134322.50-030100.2|TIC 61112711|Gaia DR2 3634310203851690624|Gaia DR3 3634310203851690624
ULAS J134322.94-010844.0,205.8458,-1.1455,BRLT 216|ULAS J134322.94-010844.0
SDSS J134329.01+131226.2,205.8712,13.2074,2MASS J13432911+1312267|SDSS J134329.01+131226.2|SIMP J1343291+131226|TIC 72461663|ULAS J134328.93+131226.3|WISEA J134328.89+131226.2|WISE J134328.90+131226.2|Gaia DR3 3740461218218160384|Gaia DR2 3740461218218160384
