# %ECSV 1.0
# ---
# datatype:
# - {name: Skipped, datatype: string}
# - {name: Reason, datatype: string}
# delimiter: ','
# schema: astropy-2.0
Skipped,Reason
2MASS J16154245+0546400 W4,only upper error
2MASS J16154255+4953211 W4,only upper error
2MASSW J1615441+355900 W4,only upper error
SDSS J161611.36+521328.0 W4,only upper error
SDSS J161626.46+221859.2 W4,only upper error
PSO J244.1180+06.3598 W3,only upper error
PSO J244.1180+06.3598 W4,only upper error
HR 6037Bab,missing wise designation name
HR 6037Bab,missing proper motion values
HR 6037Bab W1,only upper error
HR 6037Bab W2,only upper error
HR 6037Bab W3,only upper error
HR 6037Bab W4,only upper error
WISEPA J161705.75+180714.3 W4,only upper error
ULAS J161710.39+235031.4 W4,only upper error
SDSS J161731.65+401859.7 W4,only upper error
SDSS J161840.27+202045.6 W3,only upper error
SDSS J161840.27+202045.6 W4,only upper error
PSO J244.6801+08.7185 W3,only upper error
PSO J244.6801+08.7185 W4,only upper error
2MASS J16184503-1321297 W4,only upper error
SIMP J1619275+031350 W4,only upper error
SDSS J161928.31+005011.9 W4,only upper error
ULAS J161938.12+300756.4 W3,only upper error
ULAS J161938.12+300756.4 W4,only upper error
2MASS J16195827-2832276 W3,only upper error
2MASS J16195827-2832276 W4,only upper error
GJ 618.1B,missing proper motion values
GJ 618.1B W3,only upper error
GJ 618.1B W4,only upper error
SDSS J162051.17+323732.1 W3,only upper error
SDSS J162051.17+323732.1 W4,only upper error
SDSS J162124.66+274702.7 W3,only upper error
SDSS J162124.66+274702.7 W4,only upper error
GSC 06214-00210B,missing wise designation name
GSC 06214-00210B,missing proper motion values
GSC 06214-00210B W1,only upper error
GSC 06214-00210B W2,only upper error
GSC 06214-00210B W3,only upper error
GSC 06214-00210B W4,only upper error
SDSS J162208.04+454813.1 W4,only upper error
WISEPA J162208.94-095934.6 W3,only upper error
WISEPA J162208.94-095934.6 W4,only upper error
SDSS J162255.27+115924.1 W3,only upper error
SDSS J162255.27+115924.1 W4,only upper error
SDSS J162307.37+290827.7 W4,only upper error
2MASS J16231308+3950419 W3,only upper error
2MASS J16231308+3950419 W4,only upper error
SDSS J162321.84+153039.2 W4,only upper error
WISE J162359.70-050811.4 W4,only upper error
SDSSp J162414.37+002915.6 W4,only upper error
PSO J246.1033-19.6194 W4,only upper error
PSO J246.4222+15.4698 W3,only upper error
PSO J246.4222+15.4698 W4,only upper error
SDSS J162559.01+334705.5 W3,only upper error
SDSS J162559.01+334705.5 W4,only upper error
SDSS J162603.03+211313.0 W4,only upper error
2MASS J16262034+3925190 W3,only upper error
2MASS J16262034+3925190 W4,only upper error
ROXs 12 b,missing wise designation name
ROXs 12 b,missing proper motion values
ROXs 12 b W1,only upper error
ROXs 12 b W2,only upper error
ROXs 12 b W3,only upper error
ROXs 12 b W4,only upper error
LSPM J1627+3328B,missing wise designation name
LSPM J1627+3328B,missing proper motion values
LSPM J1627+3328B W1,only upper error
LSPM J1627+3328B W2,only upper error
LSPM J1627+3328B W3,only upper error
LSPM J1627+3328B W4,only upper error
SR12 C,missing proper motion values
WISEPA J162725.64+325525.5 W3,only upper error
WISEPA J162725.64+325525.5 W4,only upper error
2MASS J16272794+8105075 W4,only upper error
HQT-2,missing wise designation name
HQT-2,missing proper motion values
HQT-2 W1,only upper error
HQT-2 W2,only upper error
HQT-2 W3,only upper error
HQT-2 W4,only upper error
SDSS J162834.35+242847.2 W4,only upper error
SDSS J162838.35+625945.7 W3,only upper error
SDSS J162838.35+625945.7 W4,only upper error
SDSS J162838.77+230821.1 W4,only upper error
PSO J247.3273+03.5932 W4,only upper error
SDSS J163022.92+081822.0 W3,only upper error
SDSS J163022.92+081822.0 W4,only upper error
SDSS J163030.53+434404.0 W4,only upper error
2MASS J16304139+0938446 W4,only upper error
SDSS J163050.01+005101.3 W3,only upper error
SDSS J163050.01+005101.3 W4,only upper error
ROXs 42Bb,missing wise designation name
ROXs 42Bb,missing proper motion values
ROXs 42Bb W1,only upper error
ROXs 42Bb W2,only upper error
ROXs 42Bb W3,only upper error
ROXs 42Bb W4,only upper error
SDSS J163142.02+243359.7 W3,only upper error
SDSS J163142.02+243359.7 W4,only upper error
2MASS J16322360+2839567 W3,only upper error
2MASS J16322360+2839567 W4,only upper error
2MASSW J1632291+190441 W4,only upper error
WISE J163236.47+032927.3 W3,only upper error
WISE J163236.47+032927.3 W4,only upper error
SDSS J163239.34+415004.3 W3,only upper error
SDSS J163239.34+415004.3 W4,only upper error
SDSS J163256.13+350507.2,missing proper motion values
SDSS J163256.13+350507.2 W4,only upper error
SIPS J1632-0631 W4,only upper error
SDSS J163355.23+010027.0 W3,only upper error
SDSS J163355.23+010027.0 W4,only upper error
SDSS J163359.23-064056.5 W3,only upper error
SDSS J163359.23-064056.5 W4,only upper error
HQT-3 W3,only upper error
HQT-3 W4,only upper error
2MASS J16351919+4223053 W4,only upper error
SDSSp J163600.79-003452.6 W3,only upper error
SDSSp J163600.79-003452.6 W4,only upper error
2MASS J16360752+2336011 W4,only upper error
WISE J163645.56-074325.1 W3,only upper error
WISE J163645.56-074325.1 W4,only upper error
SDSS J163655.90+002526.4 W3,only upper error
SDSS J163655.90+002526.4 W4,only upper error
2MASS J16370238+2520386 W3,only upper error
2MASS J16370238+2520386 W4,only upper error
SDSS J163748.65+275254.6 W4,only upper error
SDSS J163817.31+321144.0 W3,only upper error
SDSS J163817.31+321144.0 W4,only upper error
2MASS J16382073+1327354 W3,only upper error
2MASS J16382073+1327354 W4,only upper error
ULAS J163931.52+323212.7 W3,only upper error
ULAS J163931.52+323212.7 W4,only upper error
WISEA J163932.75+184049.4 W3,only upper error
WISEA J163932.75+184049.4 W4,only upper error
WISE J163940.83-684738.6 W3,only upper error
WISE J163940.83-684738.6 W4,only upper error
SDSSp J164010.59+003721.8 W3,only upper error
SDSSp J164010.59+003721.8 W4,only upper error
2MASS J16403197+1231068 W3,only upper error
2MASS J16403197+1231068 W4,only upper error
2MASS J16410015+1335591 W3,only upper error
2MASS J16410015+1335591 W4,only upper error
SDSS J164230.27+202048.1 W3,only upper error
SDSS J164230.27+202048.1 W4,only upper error
SDSS J164238.60+330855.6 W3,only upper error
SDSS J164238.60+330855.6 W4,only upper error
HIP 81910B,missing proper motion values
SDSS J164438.14+284614.5 W3,only upper error
SDSS J164438.14+284614.5 W4,only upper error
2MASS J16452207+3004071 W4,only upper error
SDSS J164540.16+290744.4 W3,only upper error
SDSS J164540.16+290744.4 W4,only upper error
WISEPA J164715.59+563208.2 W4,only upper error
SDSS J164748.33+190933.7,missing proper motion values
SDSS J164748.33+190933.7 W3,only upper error
SDSS J164748.33+190933.7 W4,only upper error
2MASS J16490419+0444571 W4,only upper error
SDSS J164911.16+300048.3 W3,only upper error
SDSS J164911.16+300048.3 W4,only upper error
SDSS J164916.89+464340.0 W3,only upper error
SDSS J164916.89+464340.0 W4,only upper error
SDSS J165031.33+352359.5 W4,only upper error
SDSS J165301.98+413847.5 W4,only upper error
SDSS J165309.93+245039.8 W3,only upper error
SDSS J165309.93+245039.8 W4,only upper error
WISEPA J165311.05+444423.9 W4,only upper error
SDSS J165329.69+623136.5 W4,only upper error
SDSS J165450.79+374714.6 W4,only upper error
2MASSI J1656188+283506 W4,only upper error
2MASS J16573454+1054233 W4,only upper error
2MASSW J1658037+702701 W4,only upper error
WISE J165842.56+510335.0 W4,only upper error
SDSS J165850.26+182000.6 W4,only upper error
PSO J255.0913+10.3263 W4,only upper error
SDSS J170219.44+385841.2 W3,only upper error
SDSS J170219.44+385841.2 W4,only upper error
SDSS J170302.52+355824.3 W3,only upper error
SDSS J170302.52+355824.3 W4,only upper error
SDSS J170310.64+252521.4 W3,only upper error
SDSS J170310.64+252521.4 W4,only upper error
SDSS J170316.71+190636.0 W3,only upper error
SDSS J170316.71+190636.0 W4,only upper error
DENIS-P J170547.4-544151 W4,only upper error
DENIS-P J170548.38-051645.7 W4,only upper error
2MASS J17065487-1314396 W3,only upper error
2MASS J17065487-1314396 W4,only upper error
2MASS J17071830+6439331 W4,only upper error
2MASS J17072343-0558249 W4,only upper error
DENIS J1707252-013809 W4,only upper error
WISEA J170726.69+545109.3 W3,only upper error
WISEA J170726.69+545109.3 W4,only upper error
2MASSI J1707333+430130 W4,only upper error
WISE J170745.85-174452.5 W4,only upper error
2MASS J17081563+2557474 W3,only upper error
2MASS J17081563+2557474 W4,only upper error
SDSS J171049.35+332325.2 W3,only upper error
SDSS J171049.35+332325.2 W4,only upper error
WISEPA J171104.60+350036.8 W4,only upper error
2MASS J17111353+2326333 W4,only upper error
2MASSI J1711457+223204 W3,only upper error
2MASSI J1711457+223204 W4,only upper error
SDSS J171147.17+233130.5 W3,only upper error
SDSS J171147.17+233130.5 W4,only upper error
NLTT 44368B W4,only upper error
GJ 660.1B,missing wise designation name
GJ 660.1B,missing proper motion values
GJ 660.1B W1,only upper error
GJ 660.1B W2,only upper error
GJ 660.1B W3,only upper error
GJ 660.1B W4,only upper error
PSO J258.2413+06.7612 W3,only upper error
PSO J258.2413+06.7612 W4,only upper error
SDSS J171319.23+292816.1 W3,only upper error
SDSS J171319.23+292816.1 W4,only upper error
WISEA J171331.68+245000.9 W1,only upper error
WISEA J171331.68+245000.9 W3,only upper error
WISEA J171331.68+245000.9 W4,only upper error
2MASS J17161258+4125143 W3,only upper error
2MASS J17161258+4125143 W4,only upper error
2MASS J17164260+2945536 W3,only upper error
2MASS J17164260+2945536 W4,only upper error
SDSS J171714.10+652622.2 W4,only upper error
WISEPA J171717.02+612859.3 W4,only upper error
LSPM J1717+5925B,missing wise designation name
LSPM J1717+5925B,missing proper motion values
LSPM J1717+5925B W1,only upper error
LSPM J1717+5925B W2,only upper error
LSPM J1717+5925B W3,only upper error
LSPM J1717+5925B W4,only upper error
SDSS J172006.69+615537.7 W3,only upper error
SDSS J172006.69+615537.7 W4,only upper error
PSO J260.1623+61.7636,missing proper motion values
PSO J260.1623+61.7636 W3,only upper error
PSO J260.1623+61.7636 W4,only upper error
PSO J260.1789+15.3091 W4,only upper error
2MASSI J1721039+334415 W4,only upper error
PSO J260.3363+46.6739 W3,only upper error
WISE J172134.46+111739.4 W4,only upper error
SDSS J172244.32+632946.8 W4,only upper error
PSO J260.9762+04.2354 W3,only upper error
PSO J260.9762+04.2354 W4,only upper error
PSO J261.2881+22.9269 W3,only upper error
PSO J261.2881+22.9269 W4,only upper error
SDSS J172533.04+553332.5 W3,only upper error
SDSS J172533.04+553332.5 W4,only upper error
SDSS J172545.59+640501.2 W3,only upper error
SDSS J172545.59+640501.2 W4,only upper error
2MASSI J1726000+153819 W4,only upper error
HIP 85365B W3,only upper error
HIP 85365B W4,only upper error
VVV BD001,missing wise designation name
VVV BD001,missing proper motion values
VVV BD001 W1,only upper error
VVV BD001 W2,only upper error
VVV BD001 W3,only upper error
VVV BD001 W4,only upper error
2MASSW J1728114+394859 W4,only upper error
SDSS J172822.19+584509.9 W3,only upper error
SDSS J172822.19+584509.9 W4,only upper error
WISEPA J172844.93+571643.6 W3,only upper error
WISEPA J172844.93+571643.6 W4,only upper error
WISEA J172907.10-753017.0 W3,only upper error
WISEA J172907.10-753017.0 W4,only upper error
WISE J173035.99+420742.5 W3,only upper error
WISE J173035.99+420742.5 W4,only upper error
SDSS J173101.41+531047.9 W4,only upper error
2MASS J17312974+2721233 W4,only upper error
2MASS J17320014+2656228 W3,only upper error
2MASS J17320014+2656228 W4,only upper error
2MASS J17331893+4633593 W4,only upper error
WISE J173332.50+314458.3 W3,only upper error
WISE J173332.50+314458.3 W4,only upper error
WISE J173421.02+502349.9,missing proper motion values
WISE J173421.02+502349.9 W3,only upper error
WISE J173421.02+502349.9 W4,only upper error
2MASS J17343053-1151388 W4,only upper error
LSPM J1735+2634 W4,only upper error
WISE J173551.72-820900.1 W3,only upper error
WISE J173551.72-820900.1 W4,only upper error
WISE J173623.03+605920.2 W4,only upper error
2MASS J17373467+5953434 W3,only upper error
2MASS J17373467+5953434 W4,only upper error
WISEPA J173835.53+273258.9 W4,only upper error
WISE J173859.27+614242.1 W4,only upper error
2MASS J17392515+2454421 W4,only upper error
PSO J265.0759+11.4855 W3,only upper error
PSO J265.0759+11.4855 W4,only upper error
WISE J174102.78-464225.5 W4,only upper error
WISE J174113.12+132711.9 W3,only upper error
WISE J174113.12+132711.9 W4,only upper error
WISEPA J174124.26+255319.5 W4,only upper error
WISE J174303.71+421150.0 W4,only upper error
G 259-20B W4,only upper error
2MASSI J1743348+584411 W4,only upper error
WISEA J174336.62+154901.3 W4,only upper error
2MASSW J1743415+212707 W4,only upper error
DENIS-P J1745346-164053 W4,only upper error
WISE J174556.65+645933.8 W3,only upper error
WISE J174556.65+645933.8 W4,only upper error
2MASS J17461199+5034036 W4,only upper error
WISE J174640.78-033818.0 W3,only upper error
WISE J174640.78-033818.0 W4,only upper error
2MASSW J1750129+442404 W4,only upper error
SDSS J175024.01+422237.8 W4,only upper error
2MASS J17502484-0016151 W4,only upper error
SDSSp J175032.96+175903.9 W3,only upper error
SDSSp J175032.96+175903.9 W4,only upper error
WISEA J175328.55-590447.6 W3,only upper error
WISEA J175328.55-590447.6 W4,only upper error
2MASS J17534518-6559559 W4,only upper error
2MASS J17545447+1649196 W4,only upper error
WISE J175510.28+180320.2 W4,only upper error
2MASS J17561080+2815238 W4,only upper error
DENIS-P J1756561-480509 W4,only upper error
LP 44-162 W4,only upper error
SDSS J175805.46+463311.9 W4,only upper error
WISE J175929.37+544204.7 W3,only upper error
WISE J175929.37+544204.7 W4,only upper error
2MASS J18000116-1559235 W4,only upper error
WISEP J180026.60+013453.1,missing proper motion values
WISEP J180026.60+013453.1 W4,only upper error
HD 164507B,missing wise designation name
HD 164507B,missing proper motion values
HD 164507B W1,only upper error
HD 164507B W2,only upper error
HD 164507B W3,only upper error
HD 164507B W4,only upper error
WISEPA J180435.40+311706.1 W3,only upper error
WISEPA J180435.40+311706.1 W4,only upper error
2MASSI J1807159+501531 W4,only upper error
PSO J271.8353+46.9326 W4,only upper error
PSO J272.0887-04.9943 W3,only upper error
PSO J272.0887-04.9943 W4,only upper error
WISE J180901.07+383805.4 W3,only upper error
WISE J180901.07+383805.4 W4,only upper error
WISE J180952.53-044812.5 W4,only upper error
WISEPA J181210.85+272144.3 W3,only upper error
WISEPA J181210.85+272144.3 W4,only upper error
WISE J181243.14+200746.4 W3,only upper error
WISE J181243.14+200746.4 W4,only upper error
2MASS J18131803+5101246 W4,only upper error
WISE J181329.40+283533.3 W4,only upper error
LTT 7251B,missing wise designation name
LTT 7251B,missing proper motion values
LTT 7251B W1,only upper error
LTT 7251B W2,only upper error
LTT 7251B W3,only upper error
LTT 7251B W4,only upper error
PSO J274.0908+30.5470 W3,only upper error
PSO J274.0908+30.5470 W4,only upper error
WISEA J181849.59-470146.9 W4,only upper error
WISEA J182010.20+202125.8 W3,only upper error
WISEA J182010.20+202125.8 W4,only upper error
WISEA J182121.91-070008.6 W4,only upper error
PSO J276.8234+22.4380 W4,only upper error
WISEPA J182831.08+265037.8 W4,only upper error
2MASS J18283572-4849046 W4,only upper error
2MASS J18284076+1229207 W4,only upper error
PSO J277.3873+26.0116 W4,only upper error
WISEPA J183058.57+454257.9 W3,only upper error
WISEPA J183058.57+454257.9 W4,only upper error
CWISE J183207.94-540943.3 W4,only upper error
PSO J279.6187+11.6036 W3,only upper error
PSO J279.6187+11.6036 W4,only upper error
2MASS J18392735+4424484 W4,only upper error
2MASS J18392917+4424386,"duplicate, already ingested"
2MASS J18392917+4424386,"duplicate, already ingested"
2MASS J18392917+4424386,"duplicate, already ingested"
LP 335-12 W4,only upper error
WISE J184041.77+293229.2 W3,only upper error
WISE J184041.77+293229.2 W4,only upper error
2MASSW J1841086+311727 W4,only upper error
PSO J280.2973+63.2600 W4,only upper error
WISEPA J184124.74+700038.0 W4,only upper error
LHS 3406 W4,only upper error
SCR J1845-6357,missing proper motion values
2MASS J18451889+3853248 W4,only upper error
PSO J281.4296+04.2296 W4,only upper error
2MASS J18462188-5706040 W4,only upper error
2MASSI J1847034+552243 W4,only upper error
PSO J282.5878+34.7691,missing proper motion values
PSO J282.5878+34.7691 W3,only upper error
PSO J282.5878+34.7691 W4,only upper error
2MASS J18505160-5019113 W3,only upper error
2MASS J18505160-5019113 W4,only upper error
WISE J185101.83+593508.6 W4,only upper error
WISEPA J185215.78+353716.3 W4,only upper error
LHS 3421B,missing proper motion values
LHS 3421B W4,only upper error
PZ Tel B,missing wise designation name
PZ Tel B,missing proper motion values
PZ Tel B W1,only upper error
PZ Tel B W2,only upper error
PZ Tel B W3,only upper error
PZ Tel B W4,only upper error
PSO J284.7214+39.3189 W3,only upper error
PSO J284.7214+39.3189 W4,only upper error
WISEA J190005.76-310810.9 W1,only upper error
WISEA J190005.76-310810.9 W3,only upper error
WISEA J190005.76-310810.9 W4,only upper error
2MASS J19010601+4718136 W4,only upper error
WISEPA J190624.75+450808.2 W4,only upper error
WISEP J190648.47+401106.8 W4,only upper error
V478 Lyr C,missing wise designation name
V478 Lyr C,missing proper motion values
V478 Lyr C W1,only upper error
V478 Lyr C W2,only upper error
V478 Lyr C W3,only upper error
V478 Lyr C W4,only upper error
WISE J190903.16-520433.5 W3,only upper error
WISE J190903.16-520433.5 W4,only upper error
WISE J191359.78+644456.6 W3,only upper error
WISE J191359.78+644456.6 W4,only upper error
2MASS J19163888-3700026 W3,only upper error
2MASS J19163888-3700026 W4,only upper error
WISE J191915.54+304558.4 W4,only upper error
2MASS J19223062+6610194 W4,only upper error
HR 7329B,missing wise designation name
HR 7329B,missing proper motion values
HR 7329B W1,only upper error
HR 7329B W2,only upper error
HR 7329B W3,only upper error
HR 7329B W4,only upper error
GJ 758B,missing wise designation name
GJ 758B,missing proper motion values
GJ 758B W1,only upper error
GJ 758B W2,only upper error
GJ 758B W3,only upper error
GJ 758B W4,only upper error
PSO J291.2688+68.5310 W4,only upper error
LSPM J1925+0938,missing proper motion values
LSPM J1925+0938 W4,only upper error
WISE J192841.35+235604.9 W4,only upper error
2MASS J19285196-4356256 W4,only upper error
VHS J192934.18-442550.5 W3,only upper error
VHS J192934.18-442550.5 W4,only upper error
SSSPM J1930-4311 W3,only upper error
SSSPM J1930-4311 W4,only upper error
2MASS J19303829-1335083 W4,only upper error
WISEA J193054.55-205949.4 W1,only upper error
WISEA J193054.55-205949.4 W3,only upper error
WISEA J193054.55-205949.4 W4,only upper error
PSO J292.9372-06.3469 W4,only upper error
WISEA J193430.11-421444.3 W3,only upper error
WISEA J193430.11-421444.3 W4,only upper error
2MASS J19350976-6200473 W3,only upper error
2MASS J19355595-2846343 W4,only upper error
2MASS J19360187-5502322 W4,only upper error
2MASS J19395435-5216468 W4,only upper error
WISEA J194128.98-342335.8 W3,only upper error
WISEA J194128.98-342335.8 W4,only upper error
WISEA J194152.72-020856.5 W3,only upper error
WISEA J194152.72-020856.5 W4,only upper error
2MASS J19415458+6826021 W3,only upper error
2MASS J19415458+6826021 W4,only upper error
KOI-205b W4,only upper error
2MASS J19495702+6222440 W4,only upper error
WISE J195113.62-331116.7 W3,only upper error
WISE J195113.62-331116.7 W4,only upper error
WISEPA J195246.66+724000.8 W4,only upper error
WISEA J195311.04-022954.7 W3,only upper error
WISEA J195311.04-022954.7 W4,only upper error
GJ 1245B,missing proper motion values
WISE J195436.15+691541.3 W3,only upper error
WISE J195436.15+691541.3 W4,only upper error
WISE J195500.42-254013.9 W3,only upper error
WISE J195500.42-254013.9 W4,only upper error
2MASS J19561542-1754252 W4,only upper error
2MASS J19564700-7542270 W3,only upper error
2MASS J19564700-7542270 W4,only upper error
PSO J299.5032+55.0722 W4,only upper error
WISEPA J195905.66-333833.7 W3,only upper error
WISEPA J195905.66-333833.7 W4,only upper error
2MASS J20004841-7523070 W4,only upper error
WISE J200050.19+362950.1 W4,only upper error
2MASS J20025073-0521524 W4,only upper error
2MASS J20025265-1316418 W3,only upper error
2MASS J20025265-1316418 W4,only upper error
PSO J300.7-014.3 W3,only upper error
PSO J300.7-014.3 W4,only upper error
WISE J200403.17-263751.7 W3,only upper error
WISE J200403.17-263751.7 W4,only upper error
HR 7672B,missing wise designation name
HR 7672B,missing proper motion values
HR 7672B W1,only upper error
HR 7672B W2,only upper error
HR 7672B W3,only upper error
HR 7672B W4,only upper error
2MASSI J2004536-141622 W4,only upper error
WISE J200520.38+542433.9,missing proper motion values
WISE J200520.38+542433.9 W3,only upper error
WISE J200520.38+542433.9 W4,only upper error
WISE J200804.71-083428.5 W3,only upper error
WISE J200804.71-083428.5 W4,only upper error
WISEA J200907.88-170448.0 W3,only upper error
WISEA J200907.88-170448.0 W4,only upper error
LSPM J2010+0632B W4,only upper error
2MASS J20111253+7153122 W4,only upper error
2MASS J20113196-5048112 W3,only upper error
2MASS J20113196-5048112 W4,only upper error
CWISEP J201146.45-481259.7 W3,only upper error
CWISEP J201146.45-481259.7 W4,only upper error
2MASS J20115649-6201127 W3,only upper error
2MASS J20115649-6201127 W4,only upper error
DENIS J2013108-124244 W4,only upper error
2MASS J20135152-2806020 W4,only upper error
2MASS J20140359-2016217 W4,only upper error
WISE J201404.13+042408.5 W3,only upper error
WISE J201404.13+042408.5 W4,only upper error
WISEPC J201546.27+664645.1 W3,only upper error
WISEPC J201546.27+664645.1 W4,only upper error
WISE J201748.72-342102.5 W3,only upper error
WISE J201748.72-342102.5 W4,only upper error
WISEPA J201824.96-742325.9 W3,only upper error
WISEPA J201824.96-742325.9 W4,only upper error
WISEA J201833.67-141720.3 W3,only upper error
WISEA J201833.67-141720.3 W4,only upper error
PSO J304.7573-07.2350 W3,only upper error
WISE J201920.76-114807.5 W3,only upper error
WISE J201920.76-114807.5 W4,only upper error
2MASS J20192695-2502441 W4,only upper error
LEHPM 2-0783 W4,only upper error
2MASS J20232858-5946519 W3,only upper error
2MASS J20232858-5946519 W4,only upper error
PSO J306.0126+16.7969 W4,only upper error
2MASS J20261584-2943124 W3,only upper error
2MASS J20261584-2943124 W4,only upper error
SDSS J202820.32+005226.5 W4,only upper error
2MASS J20282203-5637024 W4,only upper error
WISE J203042.79+074934.7 W4,only upper error
PSO J307.7981-06.6854 W3,only upper error
PSO J307.7981-06.6854 W4,only upper error
2MASS J20334473-5635338 W3,only upper error
2MASS J20334473-5635338 W4,only upper error
2MASS J20334670-3733443 W4,only upper error
2MASS J20343769+0827009 W4,only upper error
zeta Del B,missing wise designation name
zeta Del B,missing proper motion values
zeta Del B W1,only upper error
zeta Del B W2,only upper error
zeta Del B W3,only upper error
zeta Del B W4,only upper error
PSO J308.9834-09.7312 W3,only upper error
PSO J308.9834-09.7312 W4,only upper error
2MASS J20360316+1051295 W4,only upper error
LSR J2036+5059 W4,only upper error
WISEA J203644.55-084715.1 W4,only upper error
2MASS J20370715-1137569 W4,only upper error
CFBDS J203737.07-192202.9 W3,only upper error
CFBDS J203737.07-192202.9 W4,only upper error
WISEA J203751.31-421645.2 W3,only upper error
WISEA J203751.31-421645.2 W4,only upper error
CWISEP J203821.53-064930.9 W3,only upper error
CWISEP J203821.53-064930.9 W4,only upper error
2MASS J20391314-1126531 W3,only upper error
2MASS J20391314-1126531 W4,only upper error
LHS 3566 W4,only upper error
WISEA J204027.30+695924.1 W4,only upper error
2MASS J20414283-3506442 W4,only upper error
WISEA J204218.13-082137.8 W4,only upper error
SDSS J204317.69-155103.4 W4,only upper error
Gl 802B,missing wise designation name
Gl 802B,missing proper motion values
Gl 802B W1,only upper error
Gl 802B W2,only upper error
Gl 802B W3,only upper error
Gl 802B W4,only upper error
WISE J204356.42+622048.9 W4,only upper error
SIPS J2045-6332 W4,only upper error
2MASSI J2047247+142152 W4,only upper error
2MASS J20473176-0808201 W4,only upper error
SDSS J204749.61-071818.3 W3,only upper error
SDSS J204749.61-071818.3 W4,only upper error
UGPS J20480024+503821.9 W3,only upper error
UGPS J20480024+503821.9 W4,only upper error
CFBDS J204803.61-183212.7 W3,only upper error
CFBDS J204803.61-183212.7 W4,only upper error
2MASS J20482880-3255434 W4,only upper error
2MASS J20484222-5127435 W4,only upper error
2MASS J20491972-1944324 W4,only upper error
WISEA J204928.59-443143.9 W3,only upper error
WISEA J204928.59-443143.9 W4,only upper error
VHS J205159.38-550843.9 W3,only upper error
VHS J205159.38-550843.9 W4,only upper error
WISEA J205202.06-204313.0 W4,only upper error
PSO J313.1067+32.9117 W3,only upper error
PSO J313.1067+32.9117 W4,only upper error
SDSS J205235.31-160929.8 W3,only upper error
SDSS J205235.31-160929.8 W4,only upper error
PSO J313.1577-26.0050 W3,only upper error
PSO J313.1577-26.0050 W4,only upper error
2MASS J20530910-0133039 W4,only upper error
2MASSI J2054358+151904 W3,only upper error
2MASSI J2054358+151904 W4,only upper error
WISEPC J205628.90+145953.3 W4,only upper error
CWISE J205701.64-170407.3 W3,only upper error
CWISE J205701.64-170407.3 W4,only upper error
2MASSI J2057153+171515 W3,only upper error
2MASSI J2057153+171515 W4,only upper error
2MASSI J2057540-025230 W4,only upper error
SDSS J205755.92-005006.7 W3,only upper error
SDSS J205755.92-005006.7 W4,only upper error
CWISEP J210007.87-293139.8 W1,only upper error
CWISEP J210007.87-293139.8 W3,only upper error
2MASSW J2101154+175658 W4,only upper error
2MASS J21015233-2944050 W3,only upper error
2MASS J21015233-2944050 W4,only upper error
WISE J210200.15-442919.5 W3,only upper error
WISE J210200.15-442919.5 W4,only upper error
2MASSI J2104149-103736 W4,only upper error
PSO J316.1306-09.6562 W3,only upper error
PSO J316.1306-09.6562 W4,only upper error
WISEA J210529.08-623558.7 W3,only upper error
WISEA J210529.08-623558.7 W4,only upper error
PSO J316.5156+04.1173 W4,only upper error
2MASSI J2107316-030733 W4,only upper error
2MASS J21075409-4544064 W3,only upper error
2MASS J21075409-4544064 W4,only upper error
chi Cap E,missing wise designation name
chi Cap E,missing proper motion values
chi Cap E W1,only upper error
chi Cap E W2,only upper error
chi Cap E W3,only upper error
chi Cap E W4,only upper error
chi Cap F,missing wise designation name
chi Cap F,missing proper motion values
chi Cap F W1,only upper error
chi Cap F W2,only upper error
chi Cap F W3,only upper error
chi Cap F W4,only upper error
WISEA J211157.85-521111.2 W3,only upper error
WISEA J211157.85-521111.2 W4,only upper error
PSO J318.4243+35.1277 W4,only upper error
PSO J318.5338-22.8603,"duplicate, already ingested"
PSO J318.5338-22.8603 W4,only upper error
2MASS J21144103-4339531 W4,only upper error
WISEA J211456.86-180519.0 W3,only upper error
WISEA J211456.86-180519.0 W4,only upper error
WISEA J211543.59-322540.4 W4,only upper error
LP 397-10 W4,only upper error
ULAS J211616.26-010124.3 W3,only upper error
ULAS J211616.26-010124.3 W4,only upper error
2MASS J21163374-0729200 W3,only upper error
2MASS J21163374-0729200 W4,only upper error
PSO J319.3102-29.6682 W4,only upper error
WISEA J211807.07-321713.5 W3,only upper error
WISEA J211807.07-321713.5 W4,only upper error
[HB88] M18 W4,only upper error
SDSS J211846.77-001044.6 W3,only upper error
SDSS J211846.77-001044.6 W4,only upper error
HD 203030B,missing wise designation name
HD 203030B,missing proper motion values
HD 203030B W1,only upper error
HD 203030B W2,only upper error
HD 203030B W3,only upper error
HD 203030B W4,only upper error
2MASS J21203387-0747208 W3,only upper error
2MASS J21203387-0747208 W4,only upper error
WISE J212100.87-623921.6 W4,only upper error
CFBDS J212243.69+042941.9 W3,only upper error
CFBDS J212243.69+042941.9 W4,only upper error
WISE J212321.92-261405.1 W3,only upper error
WISE J212321.92-261405.1 W4,only upper error
WISEA J212354.78-365223.4 W4,only upper error
SDSS J212413.89+010000.3 W3,only upper error
SDSS J212413.89+010000.3 W4,only upper error
LSPM J2124+4003 W4,only upper error
PSO J321.1619+18.8243 W4,only upper error
WISEA J212510.91-730758.8 W3,only upper error
